Depth,AC(us/m),SP(MV),POR(%),GR(API),CNL£¨¦µ%£©
3780.368,234.213,20.514,0.022,96.021,17.168
3780.472,237.68,20.582,0.021,99.75,17.185
3780.576,246.458,20.653,0.019,103.649,17.359
3780.679,255.953,20.675,0.016,106.803,17.67
3780.783,261.755,20.699,0.013,108.825,18.085
3780.886,264.854,20.731,0.015,109.866,18.569
3780.99,267.763,20.824,0.022,109.601,19.068
3781.094,269.619,20.877,0.033,108.284,19.543
3781.197,269.305,20.926,0.044,106.865,19.955
3781.301,268.27,20.968,0.053,106.272,20.255
3781.405,266.867,21.031,0.057,105.917,20.375
3781.508,263.377,21.059,0.058,105.184,20.283
3781.612,258.397,21.09,0.055,103.598,20.052
3781.716,255.404,21.122,0.049,101.118,19.761
3781.819,257.212,21.174,0.038,98.203,19.497
3781.923,259.185,21.183,0.024,96.714,19.352
3782.027,256.862,21.177,0.018,98.047,19.376
3782.13,253.51,21.157,0.026,101.908,19.537
3782.234,251.964,21.095,0.038,105.617,19.772
3782.338,250.577,21.07,0.045,107.675,20.031
3782.441,251.467,21.056,0.048,108.283,20.276
3782.545,258.614,21.053,0.048,109.101,20.501
3782.648,269.403,21.054,0.048,110.471,20.743
3782.752,276.02,21.042,0.049,111.351,21.037
3782.856,277.288,21.014,0.054,110.737,21.382
3782.959,275.695,20.973,1.054,108.799,21.738
3783.063,272.776,20.876,2.118,107.453,22.028
3783.167,268.81,20.831,2.614,107.42,22.165
3783.27,265.982,20.79,2.93,107.435,22.145
3783.374,266.09,20.749,3.235,106.205,21.999
3783.477,267.549,20.633,3.38,104.688,21.765
3783.581,267.233,20.545,2.953,104.778,21.485
3783.685,265.056,20.436,1.39,105.528,21.2
3783.788,262.019,20.315,0.025,105.375,20.928
3783.892,258.292,20.092,0.01,104.809,20.672
3783.995,255.671,20.016,0,105.198,20.434
3784.099,257.663,19.97,0,106.733,20.22
3784.202,264.338,19.952,0,108.534,20.04
3784.306,271.221,19.968,0,110.169,19.891
3784.409,274.755,19.987,0,111.452,19.73
3784.513,274.013,20.007,0.012,111.503,19.533
3784.616,269.872,20.029,0.015,110.112,19.529
3784.72,264.435,20.079,0.013,107.258,18.985
3784.824,258.636,20.108,0.01,103.456,18.682
3784.927,252.849,20.133,0.009,99.454,18.438
3785.031,248.367,20.148,0.008,96.199,18.294
3785.135,245.735,20.121,0.012,94.758,18.292
3785.238,244.951,20.077,0.021,95.751,18.463
3785.342,248.105,20.019,0.03,99.419,18.839
3785.446,255.171,19.957,0.034,104.322,19.413
3785.549,261.297,19.855,0.036,108.65,20.062
3785.653,264.562,19.822,0.04,110.789,20.696
3785.757,266.512,19.797,0.566,110.534,21.233
3785.86,268.024,19.774,1.851,108.616,21.591
3785.964,269.083,19.706,2.979,106.704,21.721
3786.068,270.274,19.656,3.987,105.56,21.705
3786.171,271.844,19.598,4.609,105.287,21.666
3786.275,272.918,19.542,2.999,105.462,21.691
3786.379,273.01,19.459,2.387,105.738,21.84
3786.482,273.668,19.439,0.696,105.528,22.121
3786.586,275.077,19.429,0.026,104.641,22.444
3786.69,274.389,19.423,0.009,103.869,22.653
3786.793,270.668,19.402,0.002,103.47,22.644
3786.897,266.407,19.39,0.003,102.879,22.358
3787.001,261.484,19.387,0.007,102.168,21.791
3787.104,256.574,19.401,0.011,101.521,21.052
3787.208,254.628,19.499,0.011,100.468,20.327
3787.312,255.837,19.578,0.009,98.491,19.736
3787.415,256.151,19.667,0.01,96.99,19.336
3787.519,254.621,19.758,0.015,97.145,19.135
3787.623,253.205,19.914,0.021,98.245,19.106
3787.726,252.587,19.974,0.026,98.706,19.177
3787.83,252.176,20.024,0.029,98.818,19.301
3787.933,253.509,20.066,0.029,99.828,19.47
3788.037,257.876,20.132,0.027,101.287,19.685
3788.141,263.368,20.148,0.024,102.304,19.946
3788.244,267.259,20.145,0.022,102.949,20.197
3788.348,269.323,20.118,0.021,103.874,20.338
3788.452,268.362,19.999,0.019,105.078,20.292
3788.555,263.315,19.922,0.016,105.539,20.03
3788.659,257.322,19.847,0.011,104.626,19.577
3788.762,254.803,19.781,0.007,102.377,19.014
3788.866,256.479,19.68,0.007,99.86,18.462
3788.97,260.739,19.637,0.013,98.126,17.97
3789.073,264.815,19.589,0.026,97.862,17.536
3789.177,264.489,19.529,0.041,97.908,17.141
3789.281,257.318,19.361,1.357,96.794,16.75
3789.385,245.629,19.256,2.687,93.822,16.338
3789.489,235.08,19.145,3.557,90.316,15.911
3789.592,230.167,19.032,3.788,87.304,15.48
3789.696,232.147,18.809,3.154,85.339,15.471
3789.8,238.457,18.696,1.93,84.89,14.637
3789.903,245.203,18.579,1.16,87.197,14.233
3790.007,250.665,18.458,1.899,92.045,13.834
3790.111,255.168,18.225,3.466,97.623,13.439
3790.215,258.935,18.128,4.769,102.26,13.052
3790.318,262.558,18.057,5.358,105.154,12.682
3790.422,266.74,18.018,5.117,106.255,12.353
3790.526,270.523,18.039,3.781,105.739,12.112
3790.629,272.158,18.087,1.438,104.173,11.972
3790.733,270.844,18.148,0.031,102.21,11.945
3790.837,266.932,18.214,0.018,100.665,12.03
3790.94,262.392,18.352,0.017,99.57,12.226
3791.044,258.392,18.428,0.025,98.259,12.53
3791.147,254.856,18.513,0.033,96.425,12.946
3791.251,253.355,18.608,0.043,95.108,13.491
3791.355,254.693,18.82,1.335,95.395,14.195
3791.458,257.164,18.928,3.338,96.873,15.076
3791.562,258.423,19.028,4.735,99.08,16.133
3791.666,258.714,19.115,5.554,102.091,17.27
3791.77,258.555,19.234,5.879,105.146,18.297
3791.873,257.679,19.268,5.938,106.805,19.074
3791.977,256.466,19.291,5.854,105.765,19.507
3792.081,256.319,19.306,5.766,102.792,19.559
3792.184,257.65,19.314,5.732,99.716,19.315
3792.288,259.607,19.301,5.698,98.752,18.97
3792.392,260.076,19.27,5.32,99.754,18.658
3792.495,258.162,19.218,4.016,101.273,18.44
3792.599,254.947,19.057,1.11,101.825,18.338
3792.702,251.22,18.963,0.03,101.537,18.343
3792.806,246.731,18.873,0.016,101.19,18.398
3792.909,243.607,18.796,0.008,100.957,18.435
3793.013,244.685,18.7,0.004,100.493,18.408
3793.116,248.539,18.683,0.005,99.956,18.289
3793.22,251.796,18.683,0.015,99.886,18.065
3793.323,254.389,18.7,0.245,100.334,17.782
3793.427,257.24,18.78,2.025,101.086,17.537
3793.531,258.878,18.848,2.892,101.74,17.415
3793.634,258.728,18.939,2.462,102.106,17.475
3793.738,259.089,19.056,1.69,102.52,17.746
3793.841,261.796,19.365,1.485,103.18,18.213
3793.945,265.68,19.543,1.816,103.803,18.681
3794.049,267.674,19.724,2.071,103.479,18.924
3794.152,266.369,19.902,1.712,101.829,18.798
3794.256,262.792,20.233,0.766,98.975,18.26
3794.359,257.005,20.392,0.038,95.613,17.394
3794.463,249.136,20.551,0.014,92.58,16.494
3794.567,242.838,20.717,0.001,91.016,15.82
3794.67,240.917,21.066,0,90.892,15.48
3794.774,242.108,21.243,0.014,91.828,15.56
3794.877,243.688,21.415,0.019,93.987,16.037
3794.981,246.589,21.578,0.048,97.461,16.83
3795.085,252.979,21.879,2.743,101.239,17.647
3795.188,260.051,22.025,4.286,102.672,18.236
3795.292,262.813,22.174,4.691,100.931,18.448
3795.396,262.676,22.331,4.742,97.628,18.223
3795.5,262.796,22.653,5.43,95.348,17.629
3795.603,260.263,22.803,6.685,94.44,16.871
3795.707,255.757,22.935,7.783,94.293,16.161
3795.811,253.37,23.04,8.391,94.302,15.587
3795.915,252.486,23.168,8.638,94.154,15.205
3796.018,250.052,23.2,8.578,92.286,15.05
3796.122,245.883,23.222,8.148,88.783,15.108
3796.226,241.453,23.24,7.293,85.984,15.302
3796.33,239.575,23.278,6.081,85.521,15.575
3796.434,240.595,23.294,4.99,86.167,15.911
3796.537,241.291,23.303,4.592,86.982,16.322
3796.641,240.72,23.301,6.239,88.479,16.909
3796.745,241.393,23.274,7.913,91.753,17.76
3796.849,244.911,23.257,8.968,96.554,18.901
3796.953,251.999,23.242,9.351,100.992,20.285
3797.057,264.876,23.23,9.345,104.517,21.785
3797.161,281.983,23.201,9.207,107.285,23.128
3797.264,296.034,23.174,9.195,109.491,23.847
3797.368,301.46,23.135,9.328,110.531,23.886
3797.472,299.135,23.086,9.411,109.206,23.422
3797.576,291.186,22.971,9.277,106.402,22.718
3797.68,281.307,22.916,8.864,104.007,21.99
3797.784,274.327,22.868,8.08,103.352,21.359
3797.888,271.814,22.824,6.735,103.82,20.774
3797.992,270.984,22.727,5.134,104.41,20.173
3798.096,269.038,22.662,4.54,104.761,19.521
3798.2,265.205,22.58,5.246,104.879,18.805
3798.304,259.729,22.48,6.111,104.09,18.054
3798.408,253.945,22.233,6.339,102.023,17.335
3798.512,250.383,22.092,6.024,99.778,16.687
3798.616,249.827,21.938,5.451,98.662,16.127
3798.72,249.615,21.77,4.544,98.045,15.666
3798.824,248.74,21.383,4.476,97.116,15.315
3798.928,246.467,21.166,4.678,95.728,15.102
3799.032,240.285,20.938,4.75,93.42,15.03
3799.136,234.924,20.707,4.444,89.745,15.09
3799.24,235.323,20.27,3.731,85.665,15.281
3799.344,236.319,20.08,2.688,82.512,15.598
3799.448,238.025,19.916,1.551,81.599,16.03
3799.552,244.752,19.783,1.036,84.099,16.566
3799.656,249.993,19.611,1.574,90.5,17.163
3799.76,251.681,19.565,2.763,98.4,17.777
3799.864,255.447,19.541,3.576,103.859,18.371
3799.968,261.138,19.537,3.636,105.868,18.899
3800.072,265.198,19.589,3.036,105.613,19.296
3800.176,266.568,19.649,2.21,104.517,19.512
3800.28,266.069,19.729,1.43,103.406,19.566
3800.384,263.497,19.825,0.6,103.301,19.52
3800.488,259.422,20.033,0.172,103.828,19.447
3800.592,255.746,20.132,0.177,103.708,19.425
3800.695,254.178,20.227,1.226,102.27,19.533
3800.799,254.054,20.321,2.599,100.178,19.761
3800.903,254.271,20.531,3.186,98.363,20.025
3801.007,255.816,20.65,3.557,97.511,20.245
3801.11,259.191,20.777,4.415,97.575,20.352
3801.214,262.446,20.906,5.804,98.19,20.29
3801.318,263.647,21.158,7.075,99.135,20.071
3801.421,262.453,21.279,7.84,99.948,19.788
3801.525,259.035,21.398,8.14,100.348,19.534
3801.629,254.368,21.518,8.277,100.835,19.356
3801.732,251.595,21.765,8.549,101.852,19.267
3801.836,254.152,21.892,8.894,103.371,19.236
3801.94,260.784,22.017,9.333,104.586,19.18
3802.043,266.404,22.136,9.776,104.529,19.016
3802.147,268.356,22.337,10.002,102.674,18.72
3802.251,266.826,22.418,9.899,98.623,18.299
3802.354,262.105,22.49,9.909,92.764,17.79
3802.458,255.746,22.557,10.16,86.369,17.26
3802.562,249.258,22.684,10.315,80.121,16.778
3802.666,242.451,22.74,10.496,75.243,16.354
3802.769,236.665,22.783,10.746,73.651,15.971
3802.873,233.798,22.807,11.052,76.894,15.603
3802.976,232.978,22.786,11.299,82.488,15.219
3803.08,232.857,22.741,11.1655,85.311,14.8
3803.183,231.135,22.677,11.032,81.598,14.39
3803.287,225.05,22.598,10.889,73.259,14.049
3803.39,216.1,22.408,10.483,64.947,13.829
3803.494,210.035,22.301,10.179,62.051,13.779
3803.597,211.782,22.184,10.319,66.486,13.941
3803.701,220.921,22.054,10.543,76.703,14.344
3803.804,232.369,21.741,10.483,88.163,14.905
3803.908,242,21.56,10.314,96.856,15.558
3804.011,249.651,21.368,10.121,101.299,16.211
3804.115,255.567,21.173,9.957,101.418,16.737
3804.219,259.297,20.791,9.775,99.027,16.876
3804.322,260.28,20.606,9.465,95.9,16.428
3804.426,256.578,20.42,8.604,91.68,15.41
3804.529,246.401,20.228,6.873,83.888,14.016
3804.633,231.811,19.814,4.131,71.599,12.485
3804.737,218.627,19.591,0.445,59.52,11.087
3804.84,210.204,19.361,0.029,52.027,10.105
3804.944,209.942,19.129,0.034,50.796,9.491
3805.048,212.585,18.673,0.64,52.578,9.22
3805.151,212.108,18.448,1.63,55.398,9.254
3805.255,208.604,18.225,2.45,57.843,9.555
3805.359,205.449,18.004,3.316,59.97,10.105
3805.462,204.682,17.599,4.064,63.54,10.857
3805.566,211.469,17.433,4.329,70.421,11.785
3805.67,228.218,17.303,4.047,79.855,12.909
3805.773,252.106,17.213,3.393,89.518,14.254
3805.877,274.111,17.145,3.564,96.948,15.841
3805.98,287.924,17.162,4.948,101.776,17.615
3806.084,292.321,17.207,6.217,104.346,19.3
3806.188,291.47,17.279,7.153,105.475,20.694
3806.291,286.01,17.501,7.786,105.077,21.695
3806.395,278.559,17.653,8.247,102.292,22.292
3806.498,274.302,17.832,8.562,97.899,22.581
3806.602,272.869,18.035,8.744,93.57,22.714
3806.705,272.571,18.483,8.818,91.57,22.771
3806.809,275.335,18.716,8.732,91.887,22.764
3806.912,280.976,18.948,8.279,92.987,22.699
3807.016,285.403,19.178,7.092,93.097,22.575
3807.119,287.423,19.64,4.953,92.454,22.398
3807.223,287.394,19.875,1.113,92.31,22.206
3807.327,285.291,20.115,0.018,93.483,22.031
3807.43,281.866,20.354,0.009,95.795,21.892
3807.534,281.497,20.805,0.011,99.02,21.787
3807.638,285.776,21.003,0.019,102.594,21.661
3807.741,292.264,21.175,0.024,106.085,21.378
3807.845,296.285,21.319,0.026,109.525,20.868
3807.949,294.589,21.516,0.024,111.927,20.125
3808.052,285.387,21.571,0.022,110.514,19.19
3808.156,271.117,21.598,0.022,103.394,18.129
3808.26,256.62,21.599,0.023,93.737,17.002
3808.364,246.713,21.541,0.024,86.753,15.842
3808.468,243.091,21.491,0.023,85.103,14.681
3808.571,242.071,21.431,0.021,85.202,13.568
3808.675,238.574,21.365,0.01,80.991,12.57
3808.779,231.923,21.227,0.006,71.277,11.789
3808.882,224.996,21.161,0.006,59.706,11.313
3808.986,222.238,21.101,0.013,51.873,11.126
3809.09,224.702,21.045,0.021,49.521,11.226
3809.194,231.393,20.934,0.024,52.366,11.594
3809.297,238.079,20.869,0.025,59.969,12.191
3809.401,241.452,20.79,0.028,70.479,12.921
3809.505,241.997,20.696,0.034,81.547,13.622
3809.609,243.182,20.462,0.355,89.484,14.172
3809.712,245.512,20.323,0.649,91.483,14.504
3809.816,247.399,20.17,0.488,85.634,14.596
3809.92,248.167,20.003,0.359,75.059,14.463
3810.024,248.12,19.629,0.427,64.389,14.194
3810.128,246.804,19.428,0.591,58.12,13.911
3810.231,244.87,19.224,0.646,56.344,13.684
3810.335,243.878,19.025,0.649,56.875,13.569
3810.439,244.805,18.666,0.911,56.555,13.608
3810.543,246.934,18.514,1.365,54.453,13.811
3810.647,249.653,18.38,1.646,51.983,14.132
3810.75,249.956,18.259,1.546,51.379,14.511
3810.854,247.705,18.03,1.027,53.728,14.895
3810.958,249.228,17.911,0.383,60.554,15.233
3811.062,254.847,17.787,0.098,71.645,15.46
3811.166,255.583,17.656,0.036,82.146,15.521
3811.269,251.863,17.381,0.036,84.738,15.405
3811.373,250.294,17.241,0.035,78.431,15.121
3811.477,245.7,17.103,0.035,68.29,14.694
3811.58,237.043,16.969,0.036,61.52,14.178
3811.684,233.253,16.714,0.038,60.253,13.674
3811.788,233.054,16.589,0.041,62.694,13.292
3811.892,232.168,16.46,0.509,64.548,13.098
3811.995,232.546,16.323,0.863,63.738,13.126
3812.099,234.035,16.011,0.831,61.921,13.38
3812.203,236.352,15.828,0.164,63.125,13.825
3812.306,240.995,15.621,0.038,68.031,14.333
3812.41,245.974,15.387,0.029,75.247,14.76
3812.514,249.524,14.836,0.027,82.734,15.018
3812.618,252.777,14.523,0.035,88.969,15.077
3812.721,252.375,14.194,0.822,91.493,14.962
3812.825,246.625,13.854,1.955,88.999,14.807
3812.929,241.296,13.172,2.142,83.2,14.777
3813.033,241.11,12.839,1.56,79.724,14.96
3813.137,242.731,12.517,0.403,81.461,15.374
3813.241,246.815,12.207,0.03,87.134,15.992
3813.344,255.656,11.625,0.02,92.943,16.717
3813.448,262.927,11.351,0.015,97.421,17.375
3813.552,262.096,11.089,0.016,101.123,17.826
3813.656,258.054,10.842,0.02,103.703,17.999
3813.76,256.145,10.423,0.017,103.803,17.854
3813.864,253.978,10.267,0.01,100.539,17.382
3813.968,250.055,10.154,0.005,96.195,16.584
3814.071,245.236,10.084,0.006,93.059,15.589
3814.175,236.983,10.059,0.008,90.799,14.527
3814.279,226.649,10.093,0.007,86.164,13.498
3814.383,219.713,10.158,0.006,77.653,12.586
3814.487,219.563,10.258,0.012,68.096,11.873
3814.591,223.16,10.589,0.021,61.806,11.389
3814.695,227.725,10.83,0.028,59.896,11.106
3814.798,230.821,11.122,0.027,59.572,11.002
3814.902,231.243,11.461,0.022,58.012,11.072
3815.006,229.694,12.262,0.018,54.867,11.314
3815.11,229.355,12.717,0.02,52.934,11.756
3815.214,231.812,13.206,0.024,54.477,12.35
3815.318,236.933,13.729,0.023,60.107,13.027
3815.422,242.581,14.873,0.016,66.23,13.713
3815.525,247.195,15.489,0.006,69.506,14.321
3815.629,251.044,16.129,0,68.385,14.735
3815.733,255.067,16.783,0,64.933,14.851
3815.837,257.768,18.107,0.005,60.553,14.704
3815.941,256.875,18.762,0.016,55.946,14.347
3816.045,254.722,19.407,0.023,51.892,13.84
3816.149,254.616,20.043,0.028,49.606,13.249
3816.252,255.784,21.29,0.031,49.095,12.652
3816.356,256.524,21.893,0.033,49.535,12.125
3816.46,257.006,22.466,0.032,50.574,11.72
3816.564,255.642,22.998,0.03,51.83,11.475
3816.668,250.967,23.89,0.025,52.26,11.417
3816.772,244.544,24.244,0.02,50.646,11.565
3816.875,239.037,24.542,0.016,48.035,11.918
3816.979,236.082,24.788,0.016,46.073,12.405
3817.083,236.355,25.146,0.021,45.4,12.994
3817.187,236.838,25.262,0.028,44.786,13.665
3817.291,236.052,25.341,0.033,43.835,14.411
3817.394,235.481,25.383,0.036,44.81,15.241
3817.498,236.581,25.375,0.041,50.484,16.114
3817.602,240.587,25.337,0.077,62.712,16.94
3817.706,248.274,25.283,1.156,78.926,17.603
3817.81,258.586,25.219,2.108,94.295,17.973
3817.914,266.268,25.065,2.974,103.632,17.912
3818.017,266.496,24.971,3.818,106.125,17.349
3818.121,261.591,24.86,4.513,103.876,16.584
3818.225,253.826,24.729,4.715,99.716,15.795
3818.329,243.145,24.407,4.087,95.532,15.125
3818.433,234.714,24.231,3.082,91.727,14.671
3818.537,235.197,24.059,2.512,88.46,14.487
3818.641,240.954,23.9,2.852,86.171,14.452
3818.745,247.885,23.639,3.527,86.01,14.408
3818.848,253.446,23.535,4.106,88.127,14.24
3818.952,255.054,23.441,4.37,90.17,13.866
3819.056,249.648,23.354,4.261,88.208,13.252
3819.16,239.833,23.205,3.665,81.293,12.445
3819.264,231.613,23.15,2.774,72.172,11.649
3819.368,228.661,23.113,1.819,64.715,10.98
3819.472,227.9,23.096,1.201,59.751,10.522
3819.576,227.687,23.104,0.675,56.414,10.345
3819.68,226.911,23.119,0.049,54.345,10.532
3819.784,224.46,23.133,0.046,53.659,11.135
3819.888,221.077,23.146,0.047,54.548,12.109
3819.992,222.031,23.162,1.02,57.949,13.427
3820.096,231.16,23.167,2.314,65.614,15.027
3820.2,246.826,23.172,3.155,78.188,16.8
3820.303,262.065,23.177,3.393,91.949,18.47
3820.407,274.586,23.173,3.091,103.348,19.765
3820.511,281.211,23.162,2.655,110.331,20.6
3820.615,280.335,23.145,2.118,113.197,21.006
3820.719,275.073,23.127,0.967,112.602,21.091
3820.823,271.508,23.119,0.026,109.965,21.013
3820.927,272.447,23.139,0.012,107.853,20.924
3821.031,276.698,23.178,0.006,107.298,20.865
3821.135,280.24,23.232,0.011,107.914,20.842
3821.239,281.124,23.368,0.02,108.642,20.856
3821.343,279.462,23.444,0.025,108.734,20.92
3821.446,276.398,23.523,0.027,108.301,21.072
3821.55,273.743,23.608,0.045,108.088,21.311
3821.654,273.273,23.808,0.409,108.488,21.605
3821.758,275.187,23.924,0.761,109.253,21.914
3821.862,278.639,24.048,0.555,110.407,22.193
3821.965,282.41,24.178,0.038,111.456,22.386
3822.069,285.543,24.437,0.034,111.293,22.418
3822.173,287.745,24.561,0.035,109.466,22.309
3822.277,289.136,24.68,0.039,107.096,22.096
3822.381,289.485,24.797,0.457,105.938,21.817
3822.484,287.708,25.028,0.995,105.738,21.498
3822.588,283.125,25.143,1.181,104.78,21.149
3822.692,277.777,25.254,1.017,102.734,20.785
3822.796,274.307,25.36,0.503,100.699,20.442
3822.9,272.165,25.543,0.036,100.215,20.159
3823.004,269.702,25.618,0.031,100.82,19.974
3823.107,267.564,25.682,0.03,101.085,19.909
3823.211,265.262,25.734,0.08,100.651,19.949
3823.315,260.609,25.809,0.109,99.949,20.001
3823.419,256.002,25.836,0.028,99.637,20.004
3823.523,255.882,25.855,0.022,99.35,19.932
3823.626,257.952,25.867,0.011,98.2,19.789
3823.73,258.976,25.876,0.01,96.294,19.625
3823.834,259.291,25.882,0.01,95.025,19.538
3823.938,259.073,25.896,0.006,95.576,19.584
3824.042,257.616,25.922,0,97.744,19.754
3824.146,256.958,26.01,0,100.112,19.991
3824.249,259.631,26.068,0,101.448,20.206
3824.353,266.298,26.129,0,101.799,20.266
3824.457,273.3,26.19,0,101.886,20.172
3824.561,276.701,26.285,0,102.197,20.001
3824.664,276.304,26.311,0,102.312,19.836
3824.768,274.979,26.319,0,101.957,19.749
3824.872,271.663,26.31,0,101.211,19.777
3824.976,266.044,26.249,0,100.093,19.878
3825.079,261.464,26.199,0,98.619,19.969
3825.183,260.884,26.138,0,97.137,19.993
3825.287,261.954,26.065,0,96.483,19.925
3825.39,264.174,25.888,0,97.788,19.772
3825.494,269.322,25.787,0,101.129,19.591
3825.598,273.266,25.679,0,104.478,19.472
3825.702,271.881,25.567,0,105.004,19.465
3825.806,268.194,25.345,0,102.316,19.575
3825.91,265.955,25.24,0.001,98.386,19.785
3826.013,263.185,25.143,0.01,95.573,20.061
3826.117,259.502,25.054,0.016,95.134,20.348
3826.221,259.08,24.895,0.013,97.008,20.616
3826.325,262.056,24.822,0,100.311,20.871
3826.429,265.35,24.753,0,103.98,21.138
3826.533,270.248,24.685,0,107.252,21.45
3826.636,277.869,24.554,0.01,108.83,21.848
3826.74,284.125,24.492,0.019,108.454,22.322
3826.844,286.51,24.435,0.018,107.4,22.812
3826.948,286.328,24.386,0.01,108.138,23.252
3827.052,285.143,24.321,0,110.306,23.583
3827.156,283.75,24.308,0,111.619,23.759
3827.26,282.029,24.308,0,111.304,23.753
3827.363,280.837,24.318,0,110.797,23.612
3827.467,282.197,24.365,0,111.207,23.395
3827.571,284.405,24.395,0,111.327,23.136
3827.675,285.081,24.424,0.001,109.781,22.856
3827.778,284.065,24.449,0.009,106.93,22.554
3827.882,282.189,24.472,0.01,104.832,22.206
3827.986,280.675,24.468,0.007,105.005,21.807
3828.089,279.955,24.452,0.005,106.788,21.38
3828.193,279.887,24.427,0.011,108.019,20.97
3828.297,281.902,24.355,0.019,107.309,20.633
3828.4,285.285,24.314,0.022,106.148,20.457
3828.504,287.819,24.273,0.015,106.357,20.472
3828.608,289.483,24.232,0.001,108.448,20.636
3828.711,290.608,24.141,0,111.308,20.897
3828.815,289.833,24.084,0,113.795,21.193
3828.919,286.652,24.016,0,113.912,21.448
3829.023,283.336,23.936,0,111.657,21.609
3829.126,281.808,23.751,0,108.479,21.679
3829.23,281.882,23.648,0.008,106.275,21.698
3829.334,281.587,23.537,0.031,104.906,21.703
3829.438,280.912,23.414,0.981,103.734,21.73
3829.541,280.958,23.109,1.057,103.067,21.802
3829.645,280.029,22.922,0.039,103.238,21.904
3829.749,277.815,22.715,0.03,104.201,21.988
3829.852,278.379,22.497,0.024,105.656,22.003
3829.956,281.432,22.07,0.021,107.301,21.898
3830.06,282.248,21.886,0.025,108.484,21.623
3830.164,280.644,21.73,0.031,108.467,21.144
3830.268,277.778,21.605,0.03,107.06,20.496
3830.371,271.376,21.433,0.019,104.892,19.743
3830.475,262.536,21.372,0.003,103.03,18.931
3830.579,257.143,21.32,0,101.744,18.105
3830.683,256.37,21.274,0,100.104,17.321
3830.786,256.443,21.203,0,97.54,16.643
3830.89,255.364,21.182,0.003,94.375,16.109
3830.994,252.96,21.173,0.007,91.373,15.736
3831.098,250.212,21.171,0.005,88.759,15.529
3831.202,249.027,21.175,0.001,86.149,15.481
3831.306,249.666,21.174,0,84.212,15.571
3831.409,250.253,21.172,0.003,84.723,15.744
3831.513,249.157,21.173,0.009,88.706,15.947
3831.617,245.312,21.206,0.012,92.989,16.159
3831.721,239.933,21.244,0.013,94.34,16.371
3831.825,237.192,21.294,0.016,91.485,16.591
3831.929,239.64,21.353,0.022,86.856,16.834
3832.033,245.596,21.477,0.027,82.866,17.103
3832.137,252.778,21.539,0.025,81.465,17.384
3832.24,259.05,21.602,0.019,83.039,17.651
3832.344,262.761,21.67,0.015,87.061,17.865
3832.448,263.937,21.832,0.013,91.279,17.982
3832.552,262.787,21.929,0.012,94.122,17.986
3832.656,260.061,22.034,0.009,94.953,17.933
3832.76,255.953,22.144,0.006,95.326,17.871
3832.863,250.782,22.357,0.004,96.604,17.85
3832.967,247.114,22.46,0.007,97.981,17.918
3833.071,245.723,22.563,0.012,97.494,18.11
3833.175,244.008,22.672,0.013,94.714,18.43
3833.279,242.736,22.92,0.007,91.273,18.871
3833.382,245.222,23.058,0,89.126,19.429
3833.486,251.437,23.201,0,89.415,20.091
3833.59,259.969,23.344,0,91.667,20.827
3833.694,271.065,23.612,0.002,94.477,21.563
3833.797,282.33,23.733,0.004,97.229,22.183
3833.901,289.595,23.844,0.007,100.721,22.58
3834.005,289.91,23.946,0.011,105.454,22.668
3834.108,286.199,24.131,0.013,109.76,22.403
3834.212,280.615,24.214,0.013,111.324,21.836
3834.316,275.343,24.288,0.017,109.888,21.161
3834.42,271.822,24.349,0.028,107.455,20.542
3834.523,270.139,24.428,0.037,105.884,20.049
3834.627,268.591,24.453,0.037,105.155,19.701
3834.731,265.076,24.479,0.029,103.806,19.46
3834.834,260.764,24.514,0.023,101.712,19.228
3834.938,260.739,24.627,0.023,99.987,18.926
3835.042,264.521,24.702,0.022,99.838,18.57
3835.146,266.704,24.783,0.017,101.099,18.212
3835.249,265.044,24.863,0.014,102.466,17.922
3835.353,260.272,25.005,0.018,102.43,17.778
3835.457,252.453,25.066,0.025,100.756,17.803
3835.56,243.296,25.121,0.031,98.522,17.947
3835.664,238.327,25.169,0.033,96.915,18.195
3835.768,244.624,25.238,0.03,96.304,18.535
3835.872,257.237,25.256,0.023,96.897,18.973
3835.975,266.501,25.261,0.014,98.926,19.519
3836.079,270.43,25.252,0.008,101.874,20.159
3836.183,272.213,25.206,0.007,103.869,20.872
3836.287,270.688,25.183,0.009,104.181,21.63
3836.391,267.618,25.17,0.012,103.599,22.394
3836.495,268.859,25.173,0.014,103.641,23.104
3836.598,276.787,25.231,0.015,104.874,23.705
3836.702,285.884,25.276,0.016,106.731,24.236
3836.806,293.099,25.324,0.017,108.054,24.749
3836.91,297.092,25.371,0.017,108.283,25.288
3837.014,299.302,25.463,0.015,108.169,25.856
3837.117,300.479,25.514,0.013,109.201,26.365
3837.221,300.547,25.572,0.013,111.641,26.671
3837.325,300.24,25.639,0.016,113.966,26.743
3837.429,301.038,25.793,0.019,114.911,26.627
3837.532,302.343,25.875,0.022,114.293,26.41
3837.636,302.675,25.958,0.024,113.513,26.227
3837.74,302.854,26.039,0.024,113.461,26.242
3837.844,304.129,26.185,0.022,114.138,26.434
3837.947,304.986,26.248,0.018,114.39,26.727
3838.051,303.513,26.305,0.012,113.606,27.011
3838.155,301.175,26.357,0.008,112.509,27.158
3838.258,300.479,26.449,0.01,112.195,27.02
3838.362,300.909,26.484,0.013,112.973,26.588
3838.466,301.353,26.507,0.014,114.198,26.005
3838.569,301.783,26.513,0.012,114.687,25.371
