TVD,SP,DEV,DGA,QT,TENS,RT1,POR,RA45,AC,M4R2,GR,PE,QCAL
3890.088,28.905,34.13,3,2.554,2151.383,11.953,0.004,1.316,276.652,4.53,98.076,7.955,0.999
3890.191,29.12,34.119,3,2.546,2151.383,11.893,0.007,1.306,275.301,4.577,95.836,7.937,0.999
3890.295,29.197,34.108,3,2.537,2152.08,11.822,0.01,1.303,271.106,4.631,93.173,7.901,0.999
3890.398,29.259,34.089,3,2.529,2154.869,11.657,0.012,1.319,265.135,4.684,91.119,7.864,0.999
3890.502,29.312,34.08,3,2.521,2156.96,11.578,0.015,1.333,258.42,4.729,88.837,7.839,0.999
3890.605,29.411,34.078,2.995,2.513,2158.354,11.512,0.018,1.348,251.783,4.757,86.104,7.844,0.999
3890.709,29.462,34.075,2.985,2.505,2159.052,11.47,0.02,1.358,246.866,4.754,84.373,7.865,0.999
3890.812,29.515,34.083,2.987,2.497,2161.84,11.46,0.019,1.361,245.667,4.723,85.329,7.879,0.999
3890.916,29.567,34.092,3,2.493,2163.931,11.486,0.014,1.356,247.699,4.67,89.457,7.87,0.999
3891.019,29.664,34.105,3,2.49,2166.023,11.524,0.007,1.353,251.934,4.603,95.661,7.858,0.999
3891.123,29.704,34.119,3,2.486,2166.023,11.563,0,1.353,258.282,4.528,100.835,7.846,0.999
3891.226,29.738,34.144,3,2.483,2164.629,11.615,0,1.37,264.853,4.452,102.692,7.829,0.999
3891.33,29.762,34.153,3,2.479,2163.931,11.618,0,1.382,268.983,4.381,101.522,7.812,0.999
3891.433,29.776,34.155,3,2.476,2161.143,11.603,0.002,1.392,270.199,4.311,99.588,7.793,0.999
3891.537,29.758,34.15,3,2.472,2158.354,11.572,0.003,1.395,269.565,4.242,98.602,7.764,0.999
3891.64,29.719,34.133,3,2.468,2154.171,11.479,0.003,1.38,268.514,4.17,98.649,7.73,0.999
3891.744,29.656,34.122,3,3.062,2152.777,11.426,0.003,1.366,267.929,4.094,99.092,7.701,0.999
3891.847,29.461,34.117,3,3.656,2152.08,11.372,0.002,1.352,267.588,4.021,99.621,7.684,0.999
3891.951,29.337,34.114,3,4.25,2152.08,11.319,0.001,1.342,267.273,3.959,100.165,7.691,0.999
3892.054,29.2,34.117,3,4.844,2152.777,11.2,0.001,1.341,267.223,3.916,100.663,7.722,0.999
3892.157,29.055,34.122,3,5.438,2152.777,11.135,0,1.346,267.084,3.899,100.928,7.751,0.999
3892.261,28.75,34.13,3,6.032,2154.171,11.065,0.001,1.35,266.209,3.912,100.688,7.745,0.999
3892.365,28.59,34.144,3,6.626,2156.96,10.988,0.001,1.348,264.665,3.96,100.121,7.701,0.999
3892.468,28.425,34.18,3,7.22,2161.143,10.826,0.003,1.326,263.16,4.047,99.048,7.672,0.999
3892.572,28.253,34.194,3,6.729,2163.931,10.741,0.006,1.308,261.739,4.158,96.77,7.713,0.999
3892.675,27.874,34.205,3,6.239,2168.114,10.661,0.01,1.29,259.819,4.283,93.205,7.806,0.999
3892.779,27.665,34.219,3,5.749,2171.6,10.586,0.013,1.276,256.797,4.41,90.558,7.905,0.999
3892.882,27.446,34.247,3,5.258,2172.297,10.45,0.014,1.267,252.357,4.525,90.124,8.016,0.999
3892.985,27.226,34.258,3,4.768,2172.994,10.394,0.012,1.27,247.737,4.608,91.616,8.162,0.999
3893.089,26.821,34.261,3,4.278,2174.389,10.35,0.01,1.275,245.555,4.65,93.467,8.287,0.999
3893.192,26.65,34.255,3,3.787,2173.691,10.319,0.008,1.279,246.619,4.654,94.724,8.352,0.999
3893.295,26.504,34.233,3,3.297,2168.812,10.27,0.007,1.282,249.389,4.625,95.362,8.35,0.999
3893.399,26.382,34.219,3,3.178,2168.812,10.248,0.007,1.282,253.232,4.568,95.929,8.279,0.999
3893.502,26.211,34.203,3,3.059,2169.509,10.224,0.006,1.283,257.005,4.49,96.417,8.248,0.999
3893.605,26.163,34.183,3,2.94,2168.114,10.19,0.006,1.286,258.561,4.397,96.25,8.223,0.999
3893.708,26.14,34.144,3,2.822,2166.023,10.101,0.008,1.295,257.647,4.302,95.124,8.128,0.999
3893.812,26.138,34.133,3,2.703,2167.417,10.047,0.009,1.299,254.437,4.209,93.799,8.135,0.999
3893.915,26.185,34.133,3,2.584,2168.812,9.99,0.009,1.299,249.578,4.125,93.889,8.16,0.999
3894.019,26.228,34.136,3,2.465,2168.114,9.939,0.007,1.294,245.488,4.057,95.658,8.127,0.999
3894.122,26.28,34.158,3,2.346,2167.417,9.869,0.003,1.277,244.337,4.014,98.504,8.085,0.999
3894.226,26.341,34.172,3,2.408,2168.812,9.851,0,1.267,245.976,4.004,101.124,8.06,0.999
3894.329,26.479,34.186,3,2.471,2170.206,9.843,0,1.259,251.976,4.024,102.266,8.009,0.999
3894.433,26.555,34.205,3,2.533,2170.903,9.841,0,1.256,260.835,4.072,100.754,7.921,0.999
3894.536,26.637,34.242,3,2.595,2173.691,9.844,0.005,1.304,265.877,4.142,97.483,7.821,0.999
3894.639,26.726,34.25,3,2.657,2176.48,9.842,0.009,1.324,263.57,4.225,94.303,7.73,0.999
3894.743,26.93,34.253,3,2.719,2177.177,9.841,0.01,1.325,259.412,4.302,92.987,7.636,0.999
3894.846,27.046,34.247,3,2.781,2175.783,9.843,0.01,1.31,256.258,4.356,92.97,7.542,0.999
3894.949,27.171,34.225,3,2.843,2171.6,9.863,0.01,1.244,253.813,4.379,93.159,7.473,0.999
3895.053,27.306,34.214,3,2.897,2170.206,9.889,0.01,1.217,254.058,4.368,93.518,7.442,0.999
3895.156,27.613,34.2,3,2.951,2168.114,9.919,0.008,1.202,258.253,4.324,94.802,7.46,0.999
3895.26,27.785,34.186,3,3.005,2164.629,9.956,0.005,1.206,261.967,4.25,97.192,7.483,0.999
3895.363,27.966,34.178,3,3.058,2162.537,10.026,0.002,1.246,263.09,4.157,99.299,7.462,0.999
3895.466,28.15,34.18,3,3.112,2163.931,10.052,0.002,1.267,264.017,4.061,99.863,7.408,0.999
3895.57,28.512,34.192,3,3.166,2165.326,10.066,0.003,1.278,265.111,3.969,98.801,7.388,0.999
3895.673,28.684,34.203,3,3.22,2165.326,10.065,0.004,1.276,264.473,3.888,97.875,7.423,0.999
3895.776,28.849,34.219,3,3.274,2168.114,10.02,0.004,1.233,262.946,3.824,98.377,7.468,0.999
3895.88,29.005,34.222,3,3.327,2170.206,9.973,0.001,1.212,262.934,3.789,100.482,7.497,0.999
3895.983,29.279,34.222,3,3.38,2171.6,9.915,0,1.205,264.354,3.782,102.665,7.527,0.999
3896.087,29.388,34.225,3,3.433,2172.297,9.841,0,1.21,265.798,3.804,104.021,7.561,0.999
3896.19,29.475,34.228,3,3.486,2173.691,9.658,0,1.236,266.989,3.858,104.189,7.571,0.999
3896.293,29.536,34.23,3,3.539,2174.389,9.551,0,1.24,267.521,3.943,103.869,7.559,0.999
3896.397,29.589,34.233,3,3.592,2174.389,9.442,0,1.232,266.757,4.062,103.353,7.555,0.999
3896.5,29.589,34.236,3,3.645,2172.297,9.335,0,1.211,265.512,4.215,101.529,7.567,0.999
3896.604,29.574,34.242,2.987,3.698,2166.023,9.14,0.017,1.146,263.817,4.39,97.426,7.594,0.999
3896.707,29.548,34.242,2.875,3.657,2163.234,9.057,0.188,1.124,260.247,4.58,91.346,7.612,0.999
3896.81,29.458,34.236,2.831,3.617,2161.143,8.988,2.329,1.119,255.479,4.775,85.683,7.613,0.999
3896.914,29.392,34.23,2.808,3.576,2159.052,8.937,3.159,1.128,251.487,4.965,82.078,7.606,0.999
3897.017,29.313,34.219,2.799,3.535,2160.446,8.886,3.355,1.162,248.584,5.135,80.698,7.603,0.999
3897.12,29.224,34.219,2.797,3.494,2163.234,8.883,3.346,1.17,247.038,5.279,80.479,7.599,0.999
3897.223,29.036,34.225,2.796,3.454,2166.72,8.894,3.355,1.169,245.307,5.4,80.603,7.582,0.999
3897.327,28.946,34.233,2.796,3.413,2169.509,8.92,3.381,1.16,242.68,5.507,80.826,7.563,0.999
3897.43,28.863,34.253,2.799,3.372,2173.691,9.016,3.3,1.136,240.889,5.613,81.689,7.551,0.999
3897.533,28.788,34.261,2.807,3.18,2173.691,9.076,2.934,1.138,240.699,5.739,83.22,7.547,0.999
3897.637,28.645,34.267,2.812,2.988,2171.6,9.139,2.582,1.153,241.895,5.925,84.113,7.548,0.999
3897.74,28.569,34.275,2.804,2.797,2169.509,9.201,2.68,1.18,244.2,6.181,83.024,7.548,0.999
3897.844,28.486,34.292,2.784,2.605,2167.417,9.323,3.338,1.23,245.437,6.507,79.747,7.546,0.999
3897.947,28.393,34.3,2.761,2.413,2168.114,9.378,4.174,1.235,243.697,6.892,75.364,7.548,0.999
3898.05,28.183,34.305,2.739,2.221,2168.812,9.431,5.049,1.224,239.707,7.307,70.425,7.556,0.999
3898.154,28.068,34.308,2.719,2.03,2168.812,9.486,5.894,1.199,235,7.694,65.082,7.564,0.999
3898.257,27.946,34.308,2.705,1.838,2168.114,9.625,6.52,1.149,230.601,7.972,60.999,7.565,0.999
3898.36,27.816,34.305,2.7,1.863,2166.72,9.725,6.693,1.149,228.094,8.115,59.861,7.557,0.999
3898.463,27.53,34.297,2.705,1.889,2164.629,9.853,6.36,1.168,228.983,8.124,62.262,7.55,0.999
3898.566,27.372,34.28,2.716,1.914,2161.84,10.016,5.657,1.206,232.254,8.025,66.098,7.554,0.999
3898.67,27.207,34.244,2.73,1.94,2159.052,10.455,4.936,1.29,235.162,7.861,69.82,7.569,0.999
3898.773,27.037,34.233,2.745,1.965,2159.749,10.718,4.131,1.316,231.942,7.699,73.13,7.59,0.999
3898.876,26.698,34.233,2.759,1.99,2162.537,10.998,3.308,1.332,220.295,7.583,75.863,7.603,0.999
3898.979,26.534,34.236,2.765,2.016,2166.023,11.288,2.927,1.342,205.959,7.52,76.686,7.595,0.999
3899.083,26.374,34.247,2.76,2.041,2172.994,11.871,3.235,1.36,200,7.506,75.24,7.593,0.999
3899.186,26.216,34.258,2.754,2.251,2175.783,12.153,3.737,1.38,204.294,7.527,73.885,7.625,0.999
3899.29,25.908,34.278,2.759,2.461,2177.874,12.419,3.804,1.409,217.294,7.559,75.046,7.676,0.999
3899.393,25.767,34.297,2.776,2.671,2179.966,12.673,3.33,1.444,234.834,7.57,78.663,7.723,0.999
3899.496,25.644,34.336,2.799,2.881,2181.36,13.149,2.527,1.482,247.611,7.548,82.816,7.765,0.999
3899.6,25.545,34.353,2.819,3.09,2182.057,13.371,1.775,1.476,248.697,7.492,85.833,7.807,0.999
3899.703,25.426,34.361,2.829,3.3,2182.057,13.584,1.357,1.457,242.78,7.401,87.196,7.846,0.999
3899.806,25.398,34.372,2.829,3.51,2182.057,13.779,1.283,1.429,235.698,7.278,87.148,7.86,0.999
3899.909,25.381,34.375,2.823,3.72,2179.269,14.121,1.39,1.4,230.854,7.111,86.362,7.866,0.999
3900.012,25.37,34.367,2.82,3.551,2176.48,14.27,1.381,1.409,230.11,6.893,85.769,7.891,0.999
3900.116,25.346,34.361,2.818,3.382,2173.691,14.403,1.442,1.433,233.26,6.624,85.438,7.932,0.999
3900.219,25.329,34.35,2.82,3.213,2170.206,14.525,1.529,1.464,238.55,6.307,85.715,7.974,0.999
3900.322,25.307,34.33,2.831,3.045,2163.234,14.739,1.454,1.496,245.431,5.952,87.341,8.009,0.999
3900.425,25.28,34.333,2.856,2.876,2161.84,14.835,0.766,1.488,254.185,5.578,90.434,8.023,0.999
3900.529,25.2,34.339,2.89,2.707,2162.537,14.929,0.031,1.469,263.822,5.22,93.766,8.03,0.999
3900.632,25.142,34.347,2.932,2.539,2164.629,15.015,0.022,1.445,272.587,4.898,96.19,8.07,0.999
3900.735,25.071,34.369,2.967,2.37,2166.023,15.144,0.014,1.426,278.433,4.619,97.969,8.111,0.999
3900.838,24.988,34.375,3,2.378,2167.417,15.181,0.003,1.438,280.438,4.386,100.375,8.115,0.999
3900.941,24.803,34.383,3,2.387,2170.206,15.185,0,1.46,279.325,4.199,102.883,8.121,0.999
3901.044,24.707,34.389,3,2.396,2172.994,15.146,0,1.478,276.776,4.056,103.326,8.155,0.999
3901.148,24.613,34.389,3,2.404,2176.48,14.913,0,1.461,274.859,3.94,101.248,8.22,0.999
3901.251,24.519,34.389,2.976,2.413,2178.572,14.73,0.013,1.422,275.067,3.842,98.33,8.341,0.999
3901.354,24.331,34.392,2.947,2.422,2181.36,14.51,0.021,1.368,277.323,3.757,96.451,8.481,0.999
3901.457,24.236,34.394,2.942,2.43,2183.451,14.259,0.024,1.31,280.127,3.68,95.657,8.552,0.999
3901.56,24.142,34.4,2.947,2.439,2180.663,13.702,0.025,1.238,282.081,3.61,95.485,8.331,0.999
3901.664,24.051,34.4,2.959,2.4,2176.48,13.409,0.023,1.234,283.363,3.544,95.936,7.804,0.999
3901.767,23.883,34.397,2.98,2.362,2172.297,13.119,0.018,1.246,284.309,3.483,97.035,7.419,0.999
3901.87,23.805,34.394,3,2.324,2168.114,12.833,0.013,1.263,284.529,3.426,98.342,7.283,0.999
3901.973,23.73,34.389,3,2.286,2162.537,12.282,0.008,1.264,284.573,3.377,99.352,7.198,0.999
3902.076,23.657,34.386,3,2.247,2161.84,12.022,0.005,1.236,286.287,3.339,100.036,7.172,0.999
3902.179,23.512,34.389,3,2.209,2162.537,11.772,0,1.196,290.454,3.322,101.008,7.227,0.999
3902.282,23.442,34.397,3,2.171,2165.326,11.543,0,1.157,296.304,3.339,102.72,7.314,0.999
3902.385,23.381,34.417,3,2.132,2170.903,11.124,0,1.113,302.036,3.395,104.59,7.351,0.999
3902.489,23.337,34.425,3,2.119,2172.297,10.923,0,1.117,306.607,3.502,105.819,7.31,0.999
3902.592,23.325,34.43,3,2.105,2172.994,10.722,0,1.133,309.324,3.668,106.426,7.228,0.999
3902.695,23.365,34.433,3,2.092,2173.691,10.52,0,1.146,307.935,3.906,105.804,7.173,0.999
3902.798,23.434,34.419,3,2.078,2172.994,10.1,0,1.135,299.18,4.249,101.53,7.177,0.999
3902.901,23.526,34.417,2.891,2.065,2173.691,9.893,1.2,1.106,283.985,4.683,92.854,7.204,0.999
3903.004,23.762,34.408,2.802,2.051,2175.086,9.694,5.952,1.069,267.441,5.197,81.343,7.179,0.999
3903.107,23.901,34.397,2.746,2.038,2177.177,9.515,7.178,1.033,251.021,5.763,70.973,7.141,0.999
3903.21,24.052,34.375,2.717,2.024,2178.572,9.256,7.209,1.01,237.053,6.335,63.797,7.151,0.999
3903.314,24.215,34.364,2.703,1.976,2177.874,9.186,6.941,1.031,229.975,6.816,60.145,7.14,0.999
3903.417,24.583,34.35,2.699,1.927,2177.874,9.154,6.7,1.071,230.502,7.093,59.536,7.081,0.999
3903.52,24.789,34.342,2.702,1.879,2177.177,9.168,6.403,1.115,233.945,7.158,61.912,7.066,0.999
3903.623,25.01,34.325,2.717,1.83,2173.691,9.323,5.813,1.181,238.384,7.043,67.224,7.129,0.999
3903.726,25.244,34.322,2.741,1.781,2172.297,9.448,4.809,1.191,242.836,6.809,73.556,7.198,0.999
3903.829,25.738,34.325,2.77,1.733,2172.994,9.592,3.622,1.199,246.214,6.538,79.129,7.195,0.999
3903.933,25.988,34.33,2.792,1.684,2175.086,9.747,2.886,1.21,248.219,6.338,82.378,7.17,0.999
3904.036,26.234,34.355,2.8,1.636,2177.177,10.048,2.928,1.261,248.57,6.25,83.29,7.252,0.999
3904.139,26.474,34.367,2.794,1.634,2177.874,10.181,3.655,1.298,248.038,6.279,82.204,7.402,0.999
3904.242,26.923,34.383,2.778,1.633,2178.572,10.3,4.707,1.334,247.402,6.422,79.427,7.416,0.999
3904.345,27.125,34.4,2.754,1.632,2178.572,10.404,5.98,1.355,246.868,6.666,74.987,7.365,0.999
3904.449,27.307,34.428,2.727,1.631,2173.691,10.607,7.215,1.351,246.545,6.986,69.011,7.384,0.999
3904.552,27.463,34.442,2.708,1.63,2172.297,10.725,8.052,1.326,247.16,7.329,63.553,7.446,0.999
3904.655,27.686,34.455,2.699,1.629,2170.903,10.857,8.336,1.295,248.574,7.634,60.974,7.465,0.999
3904.758,27.747,34.464,2.701,1.628,2168.812,11.008,8.257,1.265,249.683,7.86,62.158,7.422,0.999
3904.861,27.771,34.486,2.708,1.627,2165.326,11.39,8.177,1.27,250.674,7.969,65.272,7.387,0.999
3904.964,27.758,34.489,2.718,1.638,2164.629,11.625,8.149,1.303,252.24,7.939,68.734,7.409,0.999
3905.068,27.625,34.489,2.73,1.649,2163.234,11.89,7.894,1.342,253.396,7.751,71.751,7.436,0.999
3905.171,27.511,34.483,2.741,1.66,2161.143,12.175,7.262,1.375,253.985,7.47,74.28,7.45,0.999
3905.274,27.373,34.45,2.757,1.671,2159.749,12.786,6.335,1.402,255.359,7.144,76.477,7.453,0.999
3905.377,27.216,34.436,2.771,1.681,2160.446,13.088,5.182,1.394,256.667,6.814,78.307,7.441,0.999
3905.48,26.881,34.422,2.779,1.692,2161.84,13.371,4.256,1.384,255.789,6.513,79.174,7.423,0.999
3905.583,26.714,34.417,2.778,1.703,2164.629,13.629,3.978,1.377,253.775,6.274,78.475,7.428,0.999
3905.686,26.556,34.417,2.769,1.714,2171.6,14.021,4.205,1.393,252.093,6.113,76.519,7.469,0.999
3905.789,26.41,34.414,2.757,1.761,2173.691,14.153,4.788,1.413,249.724,6.015,74.053,7.571,0.999
3905.892,26.157,34.414,2.746,1.808,2175.086,14.25,5.358,1.43,246.517,5.967,71.802,7.713,0.999
3905.995,26.051,34.419,2.742,1.855,2176.48,14.318,5.617,1.435,245.349,5.955,71.054,7.813,0.999
3906.098,25.958,34.447,2.747,1.902,2177.177,14.406,5.309,1.408,246.481,5.963,72.486,7.839,0.999
3906.201,25.875,34.464,2.761,1.949,2176.48,14.447,4.626,1.383,247.456,5.968,75.754,7.897,0.999
3906.304,25.737,34.478,2.778,1.996,2177.177,14.487,3.805,1.365,248.482,5.954,78.899,7.969,0.999
3906.407,25.68,34.489,2.792,2.042,2177.874,14.532,3.091,1.36,250.83,5.918,81.129,7.808,0.999
3906.511,25.63,34.514,2.806,2.089,2178.572,14.626,2.342,1.398,253.517,5.86,83.315,7.766,0.999
3906.614,25.587,34.522,2.825,2.148,2177.177,14.67,1.481,1.432,254.288,5.784,85.958,7.826,0.999
3906.717,25.521,34.528,2.846,2.207,2175.086,14.707,0.626,1.459,253.338,5.694,88.756,7.794,0.999
3906.82,25.501,34.528,2.866,2.265,2172.994,14.729,0.04,1.471,252.756,5.6,90.908,7.74,0.999
3906.923,25.494,34.511,2.875,2.324,2166.023,14.706,0.038,1.436,253.039,5.507,91.64,7.775,0.999
3907.026,25.5,34.5,2.862,2.383,2162.537,14.648,0.084,1.399,252.034,5.42,90.73,7.881,0.999
3907.129,25.552,34.494,2.845,2.441,2160.446,14.565,0.839,1.368,249.776,5.341,88.653,7.957,0.999
3907.232,25.593,34.492,2.827,2.5,2161.143,14.458,1.757,1.349,246.936,5.268,86.179,7.977,0.999
3907.335,25.637,34.497,2.814,2.559,2163.931,14.182,2.332,1.355,242.159,5.199,84.328,8.067,0.999
3907.438,25.684,34.503,2.807,2.615,2165.326,14.033,2.636,1.37,235.117,5.129,83.455,8.298,0.999
3907.541,25.775,34.511,2.808,2.671,2166.72,13.89,2.534,1.38,231.192,5.052,83.694,8.473,0.999
3907.644,25.823,34.519,2.819,2.728,2168.114,13.767,2.082,1.383,232.698,4.964,85.392,8.421,0.999
3907.747,25.875,34.547,2.836,2.784,2169.509,13.615,1.402,1.366,238.438,4.866,87.918,8.326,0.999
3907.85,25.933,34.555,2.858,2.84,2169.509,13.589,0.46,1.36,248.223,4.756,90.704,8.368,0.999
3907.953,26.067,34.567,2.889,2.897,2169.509,13.592,0.033,1.366,261.238,4.634,93.254,8.454,0.999
3908.056,26.137,34.58,2.931,2.953,2170.903,13.613,0.024,1.381,272.128,4.504,95.495,8.47,0.999
3908.159,26.205,34.597,2.965,3.01,2172.994,13.689,0.018,1.439,278.716,4.367,97.152,8.389,0.999
3908.262,26.27,34.6,2.975,3.008,2172.994,13.719,0.016,1.466,282.549,4.223,97.624,8.276,0.999
3908.365,26.402,34.6,2.972,3.006,2172.994,13.731,0.016,1.475,283.651,4.075,97.517,8.22,0.999
3908.468,26.48,34.597,2.977,3.005,2172.297,13.721,0.015,1.466,282.975,3.925,97.839,8.18,0.999
3908.571,26.572,34.58,3,3.003,2170.206,13.62,0.01,1.398,283.19,3.78,98.9,8.072,0.999
3908.673,26.679,34.569,3,3.001,2168.812,13.533,0.005,1.366,284.369,3.646,100.054,7.926,0.999
3908.776,26.924,34.553,3,3,2167.417,13.431,0.002,1.347,284.76,3.526,100.656,7.847,0.999
3908.879,27.051,34.544,3,2.998,2166.72,13.318,0.001,1.347,284.057,3.422,100.981,7.824,0.999
3908.982,27.174,34.544,3,2.996,2169.509,13.064,0,1.384,282.941,3.334,101.143,7.812,0.999
3909.085,27.29,34.55,3,2.94,2171.6,12.929,0.001,1.403,283.136,3.258,100.816,7.787,0.999
3909.188,27.493,34.561,3,2.884,2172.994,12.792,0.006,1.405,286.219,3.187,99.899,7.752,0.999
3909.291,27.577,34.578,3,2.827,2173.691,12.656,0.011,1.393,290.957,3.119,98.851,7.714,0.999
3909.394,27.645,34.614,3,2.771,2175.783,12.394,0.009,1.333,293.97,3.054,99.287,7.68,0.999
3909.497,27.696,34.636,3,2.714,2175.783,12.268,0,1.307,295.216,2.994,101.33,7.664,0.999
3909.6,27.739,34.655,3,2.658,2175.086,12.138,0,1.296,295.11,2.945,103.533,7.673,0.999
3909.703,27.735,34.675,3,2.602,2173.691,12.009,0,1.302,293.771,2.916,103.874,7.699,0.999
3909.806,27.717,34.703,3,2.545,2172.994,11.735,0,1.344,293.631,2.909,102.218,7.693,0.999
3909.908,27.69,34.703,3,2.486,2172.994,11.579,0.002,1.356,295.536,2.925,99.19,7.652,0.999
3910.011,27.628,34.7,2.997,2.428,2172.297,11.403,0.007,1.349,297.332,2.963,95.564,7.632,0.999
3910.114,27.599,34.694,2.972,2.369,2170.206,11.204,0.011,1.324,297.984,3.023,92.237,7.665,0.999
3910.217,27.568,34.678,2.961,2.31,2166.72,10.743,0.013,1.235,297.289,3.095,90.502,7.729,0.999
3910.32,27.533,34.667,2.96,2.252,2165.326,10.488,0.013,1.197,295.302,3.172,90.261,7.824,0.999
3910.422,27.432,34.65,2.964,2.193,2163.234,10.231,0.013,1.173,292.61,3.248,90.828,7.919,0.999
3910.525,27.365,34.63,2.973,2.134,2161.84,9.983,0.012,1.168,289.927,3.319,91.942,7.981,0.999
3910.628,27.286,34.608,2.983,2.076,2162.537,9.554,0.01,1.195,287.692,3.389,93.147,8.003,0.999
3910.731,27.199,34.597,2.989,2.107,2163.234,9.383,0.009,1.205,285.928,3.462,93.687,8.019,0.999
3910.833,27.002,34.592,2.988,2.138,2163.931,9.244,0.01,1.204,285.039,3.548,93.143,8.059,0.999
3910.937,26.893,34.586,2.986,2.168,2165.326,9.132,0.011,1.188,285.503,3.654,92.502,8.024,0.999
3911.039,26.775,34.58,2.984,2.199,2169.509,8.964,0.011,1.138,286.415,3.787,92.452,7.971,0.999
3911.142,26.648,34.586,2.977,2.23,2170.903,8.897,0.011,1.121,287.583,3.953,92.465,8.011,0.999
3911.245,26.372,34.6,2.966,2.261,2171.6,8.837,0.011,1.119,289.344,4.159,92.051,8.061,0.999
3911.348,26.234,34.617,2.958,2.292,2172.994,8.78,0.012,1.133,290.086,4.404,91.281,8.074,0.999
3911.451,26.105,34.653,2.952,2.323,2174.389,8.687,0.013,1.181,289.339,4.673,90.314,8.073,0.999
3911.554,25.991,34.669,2.948,2.391,2173.691,8.668,0.014,1.197,288.536,4.949,89.485,8.08,0.999
3911.657,25.826,34.683,2.949,2.459,2171.6,8.674,0.015,1.202,287.984,5.212,89.336,8.078,0.999
3911.76,25.775,34.697,2.955,2.527,2169.509,8.706,0.014,1.194,287.92,5.437,90.028,8.053,0.999
3911.862,25.744,34.711,2.966,2.595,2166.023,8.843,0.012,1.179,288.903,5.587,91.409,8.034,0.999
3911.965,25.729,34.708,2.979,2.663,2163.931,8.946,0.01,1.191,289.182,5.658,92.974,8.038,0.999
3912.068,25.741,34.705,2.988,2.731,2162.537,9.066,0.009,1.217,285.632,5.665,94.272,8.046,0.999
3912.171,25.767,34.7,2.99,2.799,2162.537,9.195,0.008,1.256,276.407,5.622,94.665,8.045,0.999
3912.273,25.806,34.672,2.982,2.867,2162.537,9.47,0.01,1.336,264.096,5.544,93.286,8.042,0.999
3912.376,25.858,34.661,2.969,2.873,2162.537,9.613,0.013,1.356,254.011,5.448,90.788,8.037,0.999
3912.479,25.994,34.644,2.96,2.878,2162.537,9.764,0.015,1.36,250.153,5.345,88.947,8.026,0.999
3912.582,26.071,34.625,2.967,2.883,2163.234,9.926,0.014,1.348,252.796,5.238,89.7,8.012,0.999
3912.685,26.149,34.594,2.987,2.889,2163.931,10.282,0.01,1.33,260.971,5.127,93.227,7.992,0.999
3912.787,26.226,34.583,3,2.894,2165.326,10.471,0.005,1.337,271.912,5.011,97.531,7.956,0.999
3912.89,26.379,34.578,3,2.899,2166.72,10.667,0.001,1.355,281.035,4.892,100.151,7.902,0.999
3912.993,26.454,34.586,3,2.905,2168.114,10.862,0,1.385,284.864,4.774,101.061,7.847,0.999
3913.096,26.527,34.608,3,2.91,2168.812,11.229,0,1.431,285.247,4.66,101.703,7.804,0.999
3913.199,26.595,34.622,3,2.893,2168.812,11.389,0,1.435,285.526,4.549,103.075,7.773,0.999
3913.302,26.701,34.636,3,2.876,2168.812,11.532,0,1.423,286.967,4.439,104.644,7.748,0.999
3913.405,26.736,34.647,3,2.86,2168.812,11.662,0,1.398,289.009,4.33,105.125,7.734,0.999
3913.508,26.757,34.653,3,2.843,2168.114,11.888,0,1.359,290.099,4.216,103.85,7.716,0.999
3913.611,26.766,34.647,3,2.826,2168.114,11.981,0,1.358,289.815,4.097,100.985,7.67,0.999
3913.713,26.745,34.633,3,2.809,2168.114,12.062,0.003,1.37,289.784,3.975,99.029,7.61,0.999
3913.816,26.717,34.619,3,2.793,2168.114,12.126,0.001,1.39,290.794,3.854,99.978,7.59,0.999
3913.919,26.678,34.603,3,2.776,2166.72,12.215,0,1.409,292.015,3.74,103.926,7.629,0.999
3914.022,26.628,34.603,3,2.725,2166.023,12.237,0,1.399,294.075,3.639,108.116,7.701,0.999
3914.125,26.505,34.608,3,2.674,2166.023,12.24,0,1.375,298.007,3.56,110.96,7.786,0.999
3914.228,26.443,34.608,3,2.623,2166.023,12.225,0,1.346,301.617,3.508,112.741,7.939,0.999
3914.331,26.392,34.628,3,2.573,2166.023,12.121,0,1.304,302.368,3.482,114.018,8.152,0.999
3914.433,26.359,34.642,3,2.522,2166.023,12.031,0,1.301,301.093,3.482,113.812,8.276,0.999
3914.536,26.366,34.658,3,2.471,2166.72,11.915,0,1.307,299.356,3.504,110.715,8.313,0.999
3914.639,26.403,34.675,3,2.42,2167.417,11.773,0,1.317,298.348,3.543,106.135,8.316,0.999
3914.742,26.456,34.708,3,2.369,2169.509,11.456,0,1.31,299.512,3.59,102.77,8.309,0.999
3914.845,26.52,34.728,3,2.453,2170.903,11.29,0,1.289,303.189,3.63,102.274,8.304,0.999
3914.948,26.654,34.747,3,2.536,2172.297,11.131,0,1.26,308.346,3.654,103.531,8.292,0.999
3915.051,26.714,34.761,3,2.62,2173.691,10.985,0,1.232,314.235,3.657,105.586,8.283,0.999
3915.153,26.766,34.783,3,2.703,2174.389,10.75,0,1.222,318.648,3.64,107.615,8.281,0.999
3915.256,26.81,34.783,3,2.787,2173.691,10.657,0,1.24,320.417,3.601,108.709,8.271,0.999
3915.359,26.88,34.778,3,2.87,2172.297,10.575,0,1.267,320.71,3.556,108.174,8.25,0.999
