DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
2.768,9.703,14.037,3.136,1.526,4.836,5.491,1
2.806,8.223,14.423,1.481,1.517,4.917,5.022,1
2.848,6.744,15.107,0.046,1.483,5.042,4.597,1
2.879,5.264,15.372,0.041,1.46,5.221,4.223,1
2.893,3.785,15.564,0.039,1.434,5.391,3.898,1
2.935,2.305,15.676,0.031,1.407,5.542,3.627,1
3,0.826,15.661,0.011,1.356,5.684,3.412,1
3,0.806,15.539,0,1.334,5.76,3.259,1
3,0.786,15.342,0,1.315,5.693,3.169,0.999
3,0.767,15.083,0,1.3,5.447,3.117,0.999
3,0.747,14.406,0,1.284,5.073,3.089,0.999
3,0.727,14.018,0.008,1.281,4.657,3.07,0.999
3,0.708,13.612,0.014,1.28,4.273,3.051,0.999
3,0.688,13.194,0.015,1.281,3.968,3.025,0.999
2.987,0.668,12.408,0.02,1.283,3.759,3.003,0.999
2.937,0.646,12.043,0.03,1.281,3.639,2.993,0.999
2.895,0.625,11.72,0.039,1.275,3.57,3,0.999
2.888,0.603,11.429,0.089,1.265,3.528,3.021,0.999
2.917,0.581,10.923,0.035,1.229,3.504,3.049,0.999
2.987,0.559,10.69,0.021,1.204,3.481,3.058,0.999
3,0.537,10.46,0.004,1.175,3.474,3.036,0.999
3,0.515,10.235,0,1.143,3.515,2.982,0.999
3,0.494,9.76,0,1.075,3.617,2.907,0.999
3,0.484,9.52,0,1.043,3.818,2.826,0.999
3,0.474,9.275,0,1.013,4.085,2.764,0.999
3,0.465,9.03,0.01,0.988,4.324,2.737,0.999
3,0.455,8.572,0.015,0.957,4.512,2.742,0.999
3,0.445,8.379,0.016,0.951,4.74,2.776,0.999
3,0.436,8.212,0.018,0.953,5.011,2.831,0.999
3,0.426,8.068,0.02,0.962,5.172,2.896,0.999
3,0.416,7.871,0.021,0.996,5.216,2.963,0.999
2.997,0.423,7.801,0.028,1.02,5.242,3.032,0.999
2.932,0.429,7.752,0.038,1.044,5.278,3.11,0.999
2.881,0.436,7.719,0.043,1.07,5.32,3.204,0.999
2.861,0.442,7.694,0.043,1.113,5.363,3.319,0.998
2.853,0.449,7.701,0.79,1.129,5.424,3.459,0.998
2.828,0.456,7.727,2.563,1.14,5.485,3.613,0.998
2.794,0.462,7.772,4.372,1.144,5.454,3.767,0.998
2.77,0.469,7.915,5.639,1.134,5.256,3.911,0.998
2.766,0.457,8.009,6.026,1.121,4.914,4.044,0.998
2.782,0.445,8.108,5.546,1.103,4.56,4.168,0.998
2.811,0.433,8.204,4.391,1.084,4.35,4.295,0.998
2.829,0.421,8.371,1.459,1.046,4.393,4.438,0.998
2.842,0.409,8.45,0.034,1.031,4.74,4.607,0.998
2.836,0.397,8.523,0.035,1.022,5.359,4.809,0.997
2.778,0.386,8.603,0.047,1.02,6.203,5.055,0.998
2.776,0.374,8.808,2.919,1.041,7.167,5.365,0.998
2.735,0.419,8.966,4.817,1.065,8.147,5.782,0.998
2.704,0.464,9.161,5.767,1.098,9.074,6.317,0.998
2.686,0.509,9.403,6.138,1.138,9.848,6.963,0.998
2.671,0.554,10.04,6.026,1.234,10.362,2.414,0.998
2.678,0.6,10.418,5.834,1.285,10.593,2.414,0.998
2.684,0.645,10.843,5.035,1.335,10.706,2.414,0.997
2.707,0.69,11.293,3.804,1.38,10.759,2.414,0.997
2.761,0.735,12.215,0.067,1.45,10.435,2.414,0.997
2.846,0.772,12.643,0.044,1.472,9.466,2.414,0.998
3,0.809,13.028,0.005,1.483,7.956,6.407,0.998
3,0.846,13.368,0,1.483,6.388,5.654,0.998
3,0.883,13.843,0,1.456,5.189,5.031,0.998
2.919,0.92,14.002,0.023,1.43,4.537,4.536,0.998
2.824,0.958,14.103,2.967,1.399,4.259,4.139,0.998
2.807,0.995,14.161,4.497,1.364,4.099,3.826,0.998
2.837,1.032,14.152,3.739,1.294,3.93,3.58,0.998
2.893,1.715,14.077,0.274,1.263,3.76,3.396,0.998
2.969,2.399,13.942,0.01,1.237,3.625,3.276,0.998
3,3.082,13.756,0,1.217,3.528,3.221,0.998
3,3.766,13.245,0,1.198,3.439,3.233,0.998
3,4.449,12.951,0,1.199,3.345,3.316,0.998
2.969,5.133,12.661,0.017,1.207,3.286,3.478,0.998
2.846,5.816,12.411,0.043,1.22,3.298,3.729,0.998
2.773,6.5,12.099,2.911,1.26,3.417,4.1,0.998
2.728,6.558,12.067,4.682,1.283,3.567,4.583,0.998
2.704,6.615,12.123,5.63,1.306,3.634,5.146,0.998
2.691,6.673,12.255,6.129,1.328,3.611,5.744,0.998
2.684,6.73,12.696,6.42,1.364,3.574,6.316,0.998
2.681,6.788,12.975,6.575,1.377,3.557,6.776,0.998
2.679,6.846,13.278,6.717,1.385,3.535,7.02,0.998
2.68,6.903,13.583,6.839,1.389,3.523,7.019,0.998
2.683,6.961,14.137,6.871,1.387,3.568,6.747,0.998
2.694,6.214,14.351,6.633,1.382,3.685,6.259,0.997
2.719,5.467,14.494,5.783,1.376,3.808,5.622,0.997
2.762,4.72,14.548,4.151,1.368,3.87,4.924,0.998
2.821,3.974,14.369,1.909,1.355,3.868,4.275,0.998
2.901,3.227,14.13,0.033,1.35,3.859,3.734,0.998
3,2.48,13.811,0.012,1.347,3.839,3.314,0.999
3,1.733,13.428,0,1.345,3.799,3.016,0.999
3,0.987,12.577,0,1.344,3.78,2.834,0.999
3,0.971,12.166,0.012,1.343,3.783,2.756,0.999
2.932,0.956,11.792,0.032,1.341,3.791,2.758,0.999
2.88,0.941,11.481,0.045,1.337,3.801,2.807,0.999
2.877,0.925,11.022,0.048,1.32,3.81,2.885,0.999
2.906,0.91,10.875,0.044,1.305,3.806,2.971,0.999
2.943,0.895,10.763,0.037,1.286,3.791,3.045,0.999
2.963,0.879,10.665,0.032,1.262,3.77,3.089,0.998
2.964,0.864,10.512,0.03,1.208,3.742,3.105,0.998
2.956,0.846,10.419,0.03,1.178,3.697,3.094,0.998
2.96,0.828,10.314,0.027,1.15,3.662,3.061,0.998
2.98,0.81,10.191,0.022,1.124,3.71,3.008,0.999
2.999,0.792,9.876,0.017,1.084,3.906,2.937,0.999
3,0.774,9.692,0.015,1.073,4.174,2.853,0.999
3,0.756,9.488,0.011,1.068,4.367,2.764,0.999
3,0.738,9.267,0.004,1.068,4.44,2.677,0.999
3,0.72,8.805,0,1.084,4.471,2.598,0.998
3,0.722,8.577,0,1.097,4.497,2.534,0.998
3,0.724,8.355,0,1.11,4.481,2.485,0.998
3,0.726,8.144,0,1.123,4.355,2.448,0.999
3,0.728,7.778,0,1.138,4.161,2.419,0.999
3,0.731,7.612,0,1.139,4.056,2.396,0.999
3,0.733,7.466,0,1.134,4.062,2.38,0.999
3,0.735,7.337,0,1.124,4.08,2.375,0.999
3,0.737,7.103,0,1.092,4.062,2.381,0.999
3,0.734,7,0,1.072,4.041,2.398,0.999
3,0.731,6.904,0,1.052,4.045,2.423,0.999
3,0.728,6.813,0.002,1.033,4.061,2.449,1
3,0.725,6.639,0.006,1.007,4.061,2.472,1
3,0.722,6.56,0.009,1.002,4.052,2.493,0.999
3,0.719,6.48,0.015,1.001,4.05,2.515,0.999
2.995,0.716,6.397,0.025,1.007,4.064,2.548,0.999
2.934,0.713,6.248,0.035,1.029,4.174,2.549,0.999
2.891,0.699,6.183,0.042,1.044,4.329,2.662,0.999
2.874,0.684,6.129,0.138,1.06,4.256,2.749,0.999
2.876,0.67,6.086,0.099,1.074,3.975,2.845,0.999
2.895,0.656,6.045,0.038,1.093,3.797,2.937,0.999
2.917,0.641,6.044,0.034,1.097,3.851,3.015,0.999
2.929,0.627,6.061,0.031,1.097,4.01,3.072,1
2.931,0.613,6.088,0.031,1.094,4.13,3.097,1.001
2.939,0.599,6.156,0.029,1.081,4.152,3.089,1.001
2.964,0.588,6.197,0.023,1.073,4.172,3.056,1.001
3,0.577,6.24,0.016,1.067,4.152,3.002,1.001
3,0.566,6.281,0.009,1.064,4.016,2.937,1.001
3,0.555,6.348,0.006,1.066,3.888,2.871,1.001
3,0.545,6.369,0.009,1.072,3.876,2.817,1.001
3,0.534,6.382,0.012,1.08,3.887,2.783,1.001
3,0.523,6.387,0.014,1.09,3.859,2.768,1.001
2.994,0.512,6.378,0.015,1.107,3.829,2.772,1.001
2.988,0.526,6.365,0.016,1.111,3.82,2.796,1.001
2.98,0.539,6.353,0.018,1.112,3.81,2.84,1.001
2.961,0.552,6.343,0.023,1.107,3.786,2.907,1.001
2.922,0.566,6.338,0.031,1.082,3.78,2.996,1.001
2.88,0.579,6.344,0.553,1.063,3.847,3.104,1.001
2.854,0.593,6.36,1.802,1.041,4.118,3.222,1.001
2.844,0.606,6.386,2.397,1.019,4.716,3.328,1.001
2.854,0.619,6.475,2.132,0.981,5.584,3.397,1.001
2.873,1.657,6.534,1.063,0.967,6.315,3.42,1.001
2.887,2.696,6.602,0.343,0.959,6.58,3.411,1.001
2.88,3.734,6.674,0.489,0.956,6.461,3.39,1.001
2.859,4.772,6.818,1.254,0.965,6.256,3.39,1.001
2.832,5.81,6.886,2.026,0.975,6.041,3.456,1.001
2.806,6.848,6.95,2.745,0.987,5.675,3.604,1.001
2.786,7.886,7.007,3.289,0.998,5.144,3.832,1.001
2.774,8.925,7.122,3.461,1.013,4.662,4.134,1.001
2.769,7.955,7.185,3.307,1.015,4.493,4.491,1.001
2.758,6.986,7.253,3.317,1.014,4.659,4.878,1.001
2.734,6.017,7.331,3.959,1.009,4.975,5.273,1.001
2.705,5.048,7.507,4.834,0.996,5.22,5.685,1.001
2.684,4.079,7.605,5.469,0.991,5.338,6.137,1.001
2.674,3.11,7.713,5.768,0.989,5.404,6.652,1.001
2.671,2.14,7.838,5.885,0.994,5.59,2.414,1.001
2.672,1.171,8.124,5.978,1.025,5.986,2.414,1.001
2.673,1.189,8.298,6.168,1.053,6.401,2.414,1.001
2.675,1.207,8.503,6.514,1.088,6.399,2.414,1
2.677,1.225,8.741,6.933,1.128,5.884,2.414,1.001
2.682,1.243,9.334,7.262,1.218,5.219,2.414,1.001
2.691,1.261,9.684,7.523,1.262,4.821,2.414,1.001
2.7,1.278,10.045,7.725,1.303,4.813,2.414,1.001
2.707,1.296,10.409,7.811,1.338,5.002,2.414,1.001
2.711,1.314,11.109,7.668,1.385,5.101,2.414,1.001
2.712,1.331,11.429,6.991,1.398,4.987,2.414,1.001
2.711,1.349,11.728,6.134,1.404,4.807,2.414,1.001
2.709,1.366,12.015,5.287,1.406,4.7,2.414,1.001
2.703,1.383,12.594,4.723,1.402,4.659,2.414,1.005
2.697,1.4,12.903,4.436,1.401,4.814,2.414,1.005
2.694,1.417,13.247,4.264,1.403,5.161,2.414,1.005
2.7,1.434,13.646,3.914,1.409,5.437,2.414,1.005
2.718,1.452,14.594,3.233,1.432,5.389,2.414,1.005
2.751,1.402,15.126,2.012,1.449,5.004,2.414,1.005
2.795,1.353,15.663,0.405,1.466,4.498,6.741,1.005
2.853,1.304,16.178,0.052,1.481,4.136,6.185,1.005
2.873,1.254,17.005,0.048,1.5,4.022,5.672,1.005
2.857,1.205,17.269,0.051,1.5,4.083,5.264,1.005
2.844,1.156,17.401,0.631,1.491,4.217,4.965,1.005
2.842,1.107,17.408,1.181,1.475,4.376,4.733,1.005
2.843,1.057,17.133,1.369,1.423,4.483,4.542,1.005
2.845,1.053,16.917,1.31,1.391,4.492,4.375,1.005
2.851,1.048,16.688,1.043,1.358,4.41,4.225,1.005
2.86,1.044,16.245,0.678,1.327,4.335,4.095,1.005
2.868,1.04,15.802,0.383,1.275,4.45,3.987,1.005
2.872,1.035,15.555,0.343,1.257,4.883,3.892,1.005
3,1.031,15.275,0,1.245,5.527,3.807,1.005
3,1.026,14.975,0,1.239,6.125,3.724,1.005
3,1.022,14.328,0,1.236,6.474,3.642,1.005
3,1.002,13.989,0,1.237,6.679,3.572,1.005
3,0.983,13.657,0,1.236,6.94,3.528,1.005
3,0.963,13.34,0,1.232,7.172,3.518,1.005
3,0.943,12.756,0,1.213,7.084,3.545,1.005
3,0.924,12.493,0,1.198,6.58,3.611,1.005
3,0.904,12.251,0.01,1.18,5.974,3.699,1.005
3,0.885,12.028,0.02,1.161,5.673,3.783,1.005
2.961,0.865,11.665,0.029,1.129,5.939,3.849,1.005
2.897,0.834,11.526,0.04,1.118,6.667,3.85,1.005
2.856,0.803,11.41,0.113,1.112,7.389,3.907,1.005
2.86,0.772,11.309,0.296,1.113,7.599,3.919,1.005
2.881,0.741,11.139,0.036,1.132,7.31,3.943,1.005
2.898,0.71,11.067,0.031,1.148,6.809,3.98,1.005
2.891,0.679,11.002,0.033,1.166,6.172,4.027,1.005
2.88,0.648,10.945,0.075,1.185,5.435,4.074,1.005
2.891,0.617,10.853,0.034,1.216,4.825,4.107,1.005
2.928,0.623,10.818,0.028,1.226,4.583,4.116,1.005
2.973,0.629,10.788,0.02,1.23,4.584,4.107,1.005
3,0.636,10.757,0.015,1.23,4.607,4.086,1.005
3,0.642,10.686,0.011,1.216,4.604,4.061,1.005
3,0.648,10.652,0.004,1.206,4.6,4.037,1.005
3,0.654,10.62,0.001,1.196,4.591,4.02,1.005
3,0.66,10.596,0.006,1.188,4.636,4.01,1.005
3,0.666,10.565,0.013,1.181,4.802,4.008,1.005
3,0.722,10.556,0.012,1.183,4.885,4.011,1.005
3,0.778,10.544,0,1.189,4.698,4.019,1.005
3,0.834,10.527,0,1.198,4.362,4.029,1.005
3,0.89,10.466,0,1.218,4.2,4.039,1.005
3,0.946,10.425,0.002,1.227,4.437,4.057,1.005
2.985,1.002,10.377,0.022,1.232,5.067,4.097,1.005
2.92,1.058,10.332,0.035,1.232,5.777,4.171,1.005
2.886,1.113,10.273,0.043,1.219,6.155,4.299,1.005
2.868,4.258,10.272,0.047,1.206,6.06,4.5,1.005
2.859,7.402,10.294,0.049,1.191,5.733,4.759,1.005
2.853,10.547,10.34,0.05,1.175,5.48,5.048,1.005
2.828,13.691,10.492,0.054,1.147,5.499,5.332,1.005
2.798,0.423,10.584,0.953,1.139,5.807,5.575,1.005
2.771,0.423,10.681,2.226,1.138,6.234,5.739,1.005
2.749,0.423,10.779,3.211,1.143,6.479,5.824,1.005
2.731,0.423,10.974,4.013,1.173,6.387,5.85,1.005
2.716,0.423,11.07,4.782,1.195,6.016,5.831,1.005
2.704,0.423,11.173,5.551,1.22,5.574,5.772,1.005
2.7,0.423,11.289,6.147,1.247,5.289,5.667,1.005
2.709,13.615,11.562,6.292,1.308,5.259,5.508,1.005
2.734,10.452,11.713,5.78,1.338,5.391,5.317,1.005
2.783,7.289,11.868,4.142,1.36,5.549,5.121,1.005
2.842,4.125,12.015,1.791,1.373,5.696,4.945,1.005
2.886,0.962,12.242,0.032,1.358,5.816,4.81,1.005
2.905,0.947,12.311,0.027,1.333,5.874,4.739,1.005
2.917,0.932,12.347,0.025,1.304,5.902,4.738,1.005
2.943,0.916,12.352,0.02,1.275,5.937,4.733,1.005
2.977,0.901,12.302,0.013,1.232,5.96,4.771,1.005
3,0.886,12.259,0.008,1.222,5.964,4.83,1.005
3,0.871,12.202,0.005,1.222,5.96,4.918,1.005
3,0.856,12.143,0.008,1.231,5.952,5.047,1.005
2.951,0.84,12.079,0.023,1.272,5.936,5.19,1.005
2.823,0.828,12.083,0.049,1.298,5.913,5.309,1.005
2.754,0.816,12.119,2.884,1.326,5.922,5.357,1.005
2.712,0.803,12.2,4.506,1.352,6.078,5.293,1.005
2.695,0.791,12.534,5.2,1.389,6.441,5.099,1.005
2.691,0.778,12.786,5.363,1.399,6.953,4.837,1.005
2.697,0.766,13.076,5.195,1.403,7.433,4.575,1.005
2.715,0.754,13.385,4.595,1.402,7.674,4.354,1.005
2.749,0.741,13.96,3.432,1.391,7.57,4.192,1.005
2.798,0.996,14.178,1.658,1.384,7.222,4.094,1.003
2.855,1.252,14.337,0.045,1.379,6.843,4.04,1.003
2.932,1.507,14.416,0.029,1.378,6.666,3.993,1.003
2.994,1.762,14.328,0.017,1.387,6.805,3.937,1.003
3,2.017,14.181,0.01,1.396,7.212,3.861,1.003
3,2.272,13.995,0.01,1.406,7.72,3.764,1.003
3,2.527,13.781,0.01,1.415,8.132,3.65,1.003
3,2.782,13.299,0.009,1.42,8.31,3.531,1.003
3,2.52,13.046,0.008,1.41,8.333,3.413,1.003
3,2.258,12.796,0.008,1.391,8.336,3.304,1.003
3,1.997,12.542,0.006,1.362,8.305,3.21,1.003
3,1.735,12.065,0.002,1.278,8.178,3.145,1.003
3,1.473,11.845,0,1.228,7.902,3.123,1.003
3,1.212,11.636,0,1.177,7.449,3.15,1.003
3,0.95,11.441,0,1.129,6.843,3.227,1.003
3,0.688,11.106,0,1.057,6.096,3.354,1.003
3,0.705,10.957,0,1.038,5.26,3.523,1.003
3,0.722,10.812,0,1.031,4.508,3.726,1.003
3,0.739,10.672,0.005,1.036,4.061,3.947,1.003
2.99,0.756,10.382,0.022,1.074,3.931,4.188,1.003
2.946,0.773,10.234,0.031,1.101,3.925,4.451,1.003
2.919,0.79,10.094,0.037,1.128,3.904,4.742,1.003
2.857,0.807,9.963,0.049,1.152,3.873,5.054,1.003
2.779,0.823,9.779,1.225,1.185,3.875,5.333,1.003
2.734,0.849,9.736,3.265,1.192,3.902,5.519,1.003
2.71,0.874,9.729,4.418,1.195,3.916,5.56,1.003
2.703,0.9,9.764,4.83,1.195,3.957,5.462,1.003
2.704,0.925,9.971,4.808,1.197,4.051,5.245,1.003
2.712,0.95,10.138,4.513,1.206,4.113,4.965,1.003
2.727,0.976,10.334,3.973,1.222,4.102,4.688,1.003
2.756,1.001,10.549,2.962,1.246,4.01,4.437,1.003
2.806,1.026,10.974,1.103,1.317,3.893,4.22,1.003
2.892,1.069,11.164,0.038,1.358,3.905,4.037,1.003
2.97,1.112,11.329,0.021,1.399,4.175,3.89,1.003
2.991,1.155,11.457,0.016,1.436,4.711,3.777,1.003
2.996,1.198,11.596,0.015,1.482,5.406,3.695,1.003
3,1.241,11.613,0.01,1.485,6.077,3.646,1.003
3,1.284,11.613,0.001,1.475,6.583,3.626,1.003
3,1.326,11.599,0,1.451,6.877,3.635,1.003
3,1.369,11.575,0,1.371,7.003,3.667,1.003
3,3.272,11.571,0,1.323,7.048,3.716,1.003
3,5.175,11.571,0,1.275,7.063,3.772,1.003
3,7.078,11.565,0,1.23,7.058,3.835,1.003
3,8.98,11.522,0,1.169,7.029,3.899,1.003
3,10.883,11.48,0,1.156,6.975,3.961,1.003
3,12.786,11.422,0,1.156,6.956,4.01,1.003
3,14.689,11.35,0.01,1.167,6.978,4.035,1.003
2.977,0.423,11.171,0.023,1.212,6.979,4.034,1.003
2.913,14.825,11.078,0.035,1.24,6.971,4.008,1.003
2.869,13.059,10.993,0.043,1.265,7.006,3.968,1.003
2.858,11.292,10.92,0.298,1.285,7.023,3.933,1.003
2.866,9.526,10.808,0.067,1.299,6.889,3.925,1.003
2.89,7.76,10.769,0.035,1.292,6.526,3.95,1.003
2.917,5.993,10.743,0.029,1.277,6.034,3.996,1.003
2.943,4.227,10.731,0.023,1.256,5.614,4.048,1.003
2.966,2.46,10.726,0.019,1.209,5.425,4.083,1.003
2.988,2.479,10.72,0.014,1.19,5.418,4.076,1.003
3,2.498,10.71,0.01,1.177,5.429,4.021,1.003
3,2.518,10.689,0.008,1.173,5.388,3.943,1.003
3,2.537,10.635,0.008,1.19,5.329,3.864,1.003
3,2.556,10.604,0.009,1.21,5.301,3.801,1.003
3,2.575,10.571,0.006,1.235,5.301,3.764,1.003
3,2.594,10.536,0,1.261,5.247,3.755,1.003
3,2.613,10.476,0,1.308,4.986,3.754,1.003
3,2.547,10.449,0,1.322,4.535,3.742,1.003
3,2.482,10.418,0.008,1.328,4.075,3.715,1.003
2.926,2.416,10.387,0.034,1.324,3.767,3.669,1.003
2.858,2.35,10.343,0.422,1.293,3.645,3.609,1.003
2.859,2.285,10.338,0.115,1.269,3.649,3.551,1.003
2.928,2.219,10.343,0.035,1.242,3.723,3.499,1.003
3,2.153,10.358,0.013,1.216,3.832,3.455,1.003
3,2.088,10.379,0,1.177,3.924,3.416,1.003
3,1.94,10.367,0,1.167,3.962,3.379,1.003
3,1.792,10.333,0,1.166,3.963,3.339,1.003
3,1.644,10.268,0,1.173,3.972,3.299,1.003
3,1.496,10.056,0,1.203,3.994,3.264,1.003
3,1.348,9.923,0,1.222,4.004,3.239,1.003
3,1.2,9.787,0,1.239,4.001,3.226,1.003
3,1.052,9.655,0,1.251,3.999,3.227,1.003
3,0.905,9.412,0,1.253,4.001,3.241,1.003
3,0.905,9.306,0,1.24,3.969,3.267,1.003
3,0.905,9.209,0,1.219,3.893,3.308,1.003
3,0.905,9.117,0,1.191,3.86,3.37,1.002
3,0.905,8.948,0,1.128,4.027,3.463,1.001
3,0.905,8.871,0,1.099,4.487,3.593,1.002
3,0.905,8.803,0,1.077,5.189,3.763,1.002
2.994,0.905,8.748,0.015,1.063,5.925,3.95,1.002
2.933,0.905,8.69,0.026,1.067,6.483,4.122,1.002
2.901,0.896,8.682,0.031,1.083,6.806,4.253,1.002
2.892,0.888,8.684,0.034,1.107,6.998,4.327,1.001
2.885,0.88,8.692,0.036,1.136,7.169,4.346,1.001
2.87,0.872,8.716,0.241,1.194,7.273,4.344,1.001
2.855,0.864,8.735,0.758,1.216,7.165,4.374,1.001
2.851,0.856,8.76,0.933,1.231,6.8,4.462,1.001
2.86,0.848,8.796,0.63,1.238,6.335,4.62,1.001
2.869,0.84,8.922,0.36,1.228,5.958,4.843,1.001
2.854,0.826,9.015,1.251,1.216,5.746,5.1,1.001
2.814,0.811,9.129,3.241,1.202,5.683,5.32,1.001
2.772,0.797,9.269,4.863,1.191,5.763,5.452,1.001
2.751,0.783,9.645,5.514,1.189,6.054,5.479,1.001
2.747,0.768,9.883,5.481,1.202,6.479,5.405,1.001
2.756,0.754,10.145,5.031,1.226,6.82,5.255,1.001
2.776,0.739,10.425,4.301,1.258,6.987,5.052,1.001
2.806,0.725,10.985,2.871,1.338,7.07,4.848,1.001
2.848,0.74,11.238,0.038,1.378,7.195,4.649,1.001
2.95,0.755,11.456,0.016,1.412,7.431,4.457,1.001
3,0.77,11.625,0,1.436,7.699,4.273,1.001
3,0.785,11.799,0,1.447,7.825,4.095,1.001
3,0.8,11.816,0,1.431,7.719,3.932,1.001
3,0.815,11.802,0,1.403,7.489,3.787,1.001
3,0.83,11.765,0,1.365,7.336,3.666,1.001
3,0.845,11.621,0,1.274,7.298,3.569,1.001
3,0.847,11.524,0,1.23,7.29,3.499,1.001
3,0.849,11.415,0,1.193,7.262,3.461,1.001
3,0.85,11.297,0,1.165,7.221,3.455,1.001
3,0.852,11.062,0,1.143,7.191,3.484,1.001
3,0.854,10.957,0.005,1.148,7.183,3.55,1.001
3,0.855,10.865,0.005,1.16,7.174,3.65,1.001
3,0.857,10.786,0,1.176,7.144,3.778,1.001
3,0.859,10.656,0,1.205,7.101,3.911,1.001
3,2.391,10.585,0.004,1.212,7.059,4.023,1.001
2.948,3.924,10.51,0.018,1.21,7.001,4.107,1.001
2.895,5.456,10.43,0.363,1.2,6.742,4.166,1.001
2.874,6.989,10.271,1.708,1.157,6.116,4.216,1.001
2.865,8.522,10.201,2.542,1.13,5.293,4.294,1.001
2.862,10.054,10.145,2.775,1.103,4.616,4.436,1.001
2.86,11.587,10.108,2.889,1.079,4.263,4.642,1.001
2.85,13.119,10.087,3.651,1.054,4.149,4.9,1.001
2.833,11.657,10.103,4.685,1.055,4.115,5.185,1.001
2.816,10.195,10.115,5.348,1.067,4.077,5.459,1.001
2.807,8.732,10.126,5.622,1.09,4.032,5.654,1.001
2.802,7.27,10.201,5.665,1.158,4.001,5.76,1.001
2.797,5.808,10.261,5.702,1.199,3.994,5.784,1.001
2.8,4.345,10.339,5.397,1.24,3.995,5.743,1.001
2.823,2.883,10.433,3.92,1.277,4.002,5.659,1.001
2.833,1.421,10.662,0.595,1.324,4.01,5.557,1.001
2.854,1.399,10.783,0.033,1.331,4.014,5.47,0.999
2.84,1.378,10.901,2.8,1.326,4.013,5.415,0.999
2.784,1.357,11.01,5.704,1.312,4.006,5.401,0.999
2.737,1.336,11.195,7.634,1.266,4.004,5.433,0.999
2.71,1.315,11.277,8.561,1.244,4.023,5.504,0.999
2.696,1.294,11.364,8.788,1.226,4.009,5.589,0.999
2.692,1.273,11.468,8.555,1.217,3.95,5.638,0.999
2.7,1.252,11.731,7.817,1.234,3.903,5.628,0.999
2.724,1.254,11.903,6.579,1.258,3.961,5.553,0.999
2.765,1.257,12.102,4.798,1.291,4.102,5.423,0.999
2.804,1.259,12.318,2.737,1.328,4.146,5.265,0.999
2.824,1.261,12.729,1.629,1.398,4.024,5.119,0.999
2.829,1.264,12.883,2.764,1.422,3.863,4.989,0.999
2.824,1.266,12.986,3.842,1.435,3.862,4.864,0.999
2.836,1.269,13.04,3.473,1.434,4.088,4.73,0.999
2.866,1.271,13.009,0.101,1.395,4.406,4.574,0.999
2.99,1.304,12.939,0.01,1.361,4.547,4.395,0.999
3,1.336,12.856,0,1.323,4.384,4.227,0.999
3,1.369,12.78,0,1.285,4.067,4.093,0.999
2.947,1.401,12.701,0.024,1.23,3.828,4.009,0.999
2.858,1.434,12.704,0.497,1.219,3.783,3.976,0.999
2.835,1.466,12.729,1.578,1.221,3.961,3.988,0.999
2.837,1.499,12.77,1.432,1.235,4.392,4.005,0.999
2.857,1.531,12.878,0.287,1.292,4.969,3.99,0.999
2.922,1.629,12.936,0.03,1.326,5.322,3.935,0.999
3,1.727,12.99,0.014,1.358,5.154,3.841,0.999
3,1.825,13.032,0,1.383,4.623,3.725,0.999
3,1.923,13.076,0,1.402,4.151,3.616,0.999
3,2.021,13.064,0,1.393,3.978,3.533,0.999
3,2.119,13.016,0,1.371,4.097,3.472,0.999
3,2.217,12.922,0,1.34,4.437,3.424,0.999
3,2.314,12.607,0,1.265,4.842,3.379,0.999
3,2.478,12.391,0.001,1.229,5.07,3.33,0.999
3,2.641,12.155,0.003,1.199,4.996,3.284,1
3,2.804,11.904,0.007,1.179,4.781,3.257,1
3,2.967,11.416,0.014,1.173,4.668,3.263,1
2.948,3.13,11.198,0.025,1.185,4.649,3.308,1
2.889,3.294,11.004,0.036,1.205,4.544,3.391,1
2.871,3.457,10.832,0.49,1.229,4.296,3.504,1
2.883,3.62,10.555,0.098,1.275,4.07,3.606,1
2.953,3.434,10.447,0.022,1.29,4.012,3.67,1
3,3.248,10.356,0.004,1.297,4.046,3.685,1
3,3.062,10.281,0,1.295,3.985,3.65,1
3,2.875,10.19,0,1.265,3.754,3.58,1
3,2.689,10.163,0,1.242,3.521,3.502,1
3,2.503,10.142,0,1.217,3.519,3.442,1
3,2.317,10.125,0,1.193,3.782,3.408,1
3,2.131,10.068,0,1.161,4.113,3.398,1
3,2.029,10.022,0,1.156,4.311,3.412,1
3,1.927,9.963,0,1.16,4.367,3.442,1
3,1.825,9.893,0,1.172,4.374,3.48,1
3,1.723,9.733,0,1.209,4.379,3.519,1
3,1.621,9.651,0.001,1.229,4.37,3.556,1
3,1.519,9.571,0.009,1.246,4.331,3.589,1
3,1.417,9.493,0.009,1.257,4.33,3.616,1
3,1.315,9.357,0.005,1.256,4.584,3.637,1
3,3.921,9.305,0.006,1.243,5.23,3.654,1
3,6.526,9.267,0.008,1.225,6.104,3.668,1
3,9.131,9.245,0.006,1.203,6.822,3.678,1
3,11.736,9.246,0,1.161,7.148,3.682,1
3,14.341,9.261,0,1.148,7.225,3.678,1
3,0.423,9.281,0,1.142,7.322,3.669,1
3,0.423,9.297,0,1.145,7.564,3.668,1
3,0.423,9.313,0,1.177,7.869,3.688,1
3,0.423,9.305,0,1.201,8.082,3.74,1
3,0.423,9.29,0,1.227,8.094,3.829,1
