DGA,POR,Y
2.663,15.387,4
2.656,14.851,4
2.655,14.398,4
2.656,14.083,4
2.666,14.008,4
2.665,13.514,4
2.674,13.462,4
2.672,13.343,4
2.662,13.149,4
2.662,13.423,4
2.662,13.755,4
2.669,14.142,4
2.67,14.321,4
2.668,14.445,4
2.664,14.803,4
2.661,14.99,4
2.661,14.803,4
2.666,14.428,4
2.669,14,4
2.672,13.966,4
2.673,14.296,4
2.667,14.628,4
2.663,14.983,4
2.658,14.981,4
2.658,14.596,4
2.664,14.081,4
2.665,13.893,4
2.665,14.299,4
2.664,14.823,4
2.664,15.032,4
2.665,14.613,4
2.668,13.721,4
2.665,12.543,4
2.663,11.343,4
2.667,10.437,4
2.671,9.577,4
2.675,8.855,4
2.68,8.357,4
2.685,8.065,4
2.697,7.916,4
2.721,7.539,4
2.755,6.495,1
2.777,5.693,1
2.775,5.771,1
2.764,6.073,1
2.769,5.534,1
2.8,3.706,1
2.851,1.144,1
2.886,0.037,1
2.877,1.032,1
2.854,3.515,1
2.851,3.868,1
2.871,1.925,1
2.903,0.034,1
2.961,0.024,1
3,0.012,1
3,0.002,1
3,0.004,1
2.966,0.015,1
2.934,0.025,1
2.94,0.026,1
2.975,0.02,1
2.993,0.019,1
2.979,0.024,1
2.971,0.026,1
2.994,0.018,1
3,0.004,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.001,1
3,0.006,1
3,0.014,1
2.961,0.023,1
2.912,0.029,1
2.912,0.18,1
2.928,0.021,1
2.965,0.012,1
3,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.007,1
2.943,0.025,1
2.93,0.028,1
2.947,0.025,1
2.93,0.029,1
2.876,0.313,2
2.839,1.827,2
2.81,2.843,2
2.794,3.18,2
2.79,2.96,2
2.796,2.828,2
2.807,2.99,2
2.818,3.229,2
2.832,2.877,2
2.85,2.079,2
2.865,1.508,2
2.87,1.833,2
2.861,2.983,2
2.85,3.578,2
2.858,2.793,2
2.897,0.211,2
3,0.013,1
3,0,1
3,0,1
3,0.006,1
3,0.007,1
3,0.002,1
3,0.002,1
2.97,0.012,1
2.947,0.016,1
2.941,0.018,1
2.942,0.02,1
2.961,0.02,1
2.99,0.017,1
3,0.015,1
3,0.016,1
2.976,0.02,1
2.934,0.022,1
2.893,0.038,1
2.872,0.342,1
2.856,1.006,1
2.854,0.965,1
2.866,0.426,1
2.883,0.204,1
2.896,0.435,1
2.883,1.096,1
2.868,2.415,1
2.862,3.039,1
2.869,2.238,1
2.888,0.672,1
2.916,0.024,1
2.967,0.017,1
2.999,0.012,1
3,0.009,1
2.989,0.009,1
2.957,0.013,1
2.928,0.021,1
2.906,0.311,1
2.891,0.81,1
2.888,0.636,1
2.899,0.034,1
2.936,0.028,1
2.957,0.023,1
2.944,0.021,1
2.923,0.022,1
2.916,0.021,1
2.928,0.019,1
2.947,0.018,1
2.965,0.017,1
2.964,0.017,1
2.951,0.016,1
2.934,0.016,1
2.913,0.018,1
2.914,0.021,1
2.923,0.022,1
2.926,0.022,1
2.927,0.023,1
2.936,0.024,1
2.952,0.023,1
2.968,0.021,1
2.974,0.02,1
2.965,0.02,1
2.953,0.019,1
2.957,0.016,1
2.971,0.011,1
2.989,0.008,1
3,0.007,1
3,0.007,1
3,0.009,1
2.973,0.015,1
2.939,0.023,1
2.923,0.027,1
2.932,0.025,1
2.956,0.019,1
2.973,0.015,1
2.975,0.013,1
2.974,0.011,1
2.989,0.007,1
3,0.001,1
3,0,1
3,0,1
2.992,0.004,1
2.987,0.005,1
2.997,0.004,1
3,0.004,1
2.997,0.006,1
2.986,0.01,1
2.983,0.012,1
2.981,0.014,1
2.966,0.019,1
2.942,0.026,1
2.919,0.099,1
2.913,0.498,1
2.919,0.339,1
2.945,0.017,1
2.98,0.005,1
3,0,1
3,0,1
3,0,1
2.992,0.003,1
2.986,0.005,1
2.987,0.005,1
2.991,0.003,1
2.996,0.004,1
2.999,0.007,1
2.995,0.009,1
2.984,0.011,1
2.955,0.018,1
2.929,0.176,1
2.911,0.941,1
2.909,0.978,1
2.916,0.431,1
2.922,0.144,1
2.919,0.088,1
2.913,0.031,1
2.918,0.032,1
2.921,0.033,1
2.919,0.034,1
2.914,0.035,1
2.916,0.034,1
2.923,0.032,1
2.938,0.029,1
2.964,0.025,1
2.988,0.021,1
2.989,0.021,1
2.982,0.023,1
2.993,0.02,1
3,0.017,1
3,0.008,1
3,0.005,1
3,0.007,1
3,0.007,1
3,0.006,1
2.987,0.009,2
2.932,0.023,2
2.872,2.828,2
2.811,5.247,2
2.766,7.107,2
2.739,8.217,2
2.726,8.537,2
2.726,8.114,2
2.738,7.069,2
2.767,5.163,2
2.816,2.092,2
2.916,0.034,2
3,0.007,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.981,0.007,1
2.935,0.078,1
2.893,3.459,2
2.841,6.627,2
2.787,7.91,2
2.75,8.222,2
2.729,8.122,2
2.719,7.809,2
2.716,7.423,2
2.723,6.748,2
2.745,5.609,2
2.787,4.142,2
2.838,2.348,2
2.846,0.088,2
2.863,0.125,1
2.889,0.371,1
2.92,0.023,1
2.992,0.012,1
3,0,1
3,0,1
3,0,1
3,0,1
2.98,0.004,1
2.934,0.019,1
2.897,1.311,1
2.864,3.785,1
2.822,5.079,2
2.783,6.468,2
2.757,7.217,2
2.743,7.016,2
2.733,6.389,2
2.722,5.988,2
2.708,6.099,2
2.696,6.681,2
2.688,7.572,2
2.678,7.718,2
2.689,7.408,2
2.709,6.066,2
2.754,3.138,1
2.842,0.047,1
2.991,0.022,1
3,0.006,1
3,0.002,1
2.983,0.007,1
2.935,0.013,1
2.918,0.015,1
2.915,0.016,1
2.902,0.02,1
2.889,0.992,1
2.853,4.799,1
2.812,6.698,4
2.774,8.866,4
2.737,11.549,4
2.707,13.384,4
2.687,14.265,4
2.683,13.75,4
2.682,12.342,4
2.684,11.061,4
2.682,10.837,4
2.677,12.034,4
2.663,12.65,4
2.669,13.46,4
2.669,13.179,4
2.662,12.317,4
2.66,11.608,4
2.669,11.395,4
2.674,11.357,4
2.682,11.647,4
2.672,11.761,4
2.665,11.758,4
2.679,11.587,4
2.693,10.692,4
2.699,9.387,4
2.707,8.738,4
2.707,8.939,4
2.7,10.088,4
2.691,12.086,4
2.684,14.361,4
2.678,15.839,4
2.67,16.401,4
2.679,16.26,4
2.687,15.276,4
2.69,14.592,4
2.687,14.226,4
2.684,14.013,4
2.69,13.292,4
2.718,11.253,1
2.781,6.66,1
2.889,0.024,1
3,0,1
3,0,1
3,0,1
3,0,1
2.901,0.679,1
2.823,8.5,4
2.764,11.419,4
2.726,12.912,4
2.696,14.15,4
2.672,15.248,4
2.667,14.426,4
2.666,12.889,4
2.678,11.031,4
2.689,9.344,4
2.702,8.513,4
2.713,8.931,4
2.7,10.074,4
2.684,11.679,4
2.674,13.017,4
2.663,13.776,4
2.66,14.16,4
2.661,13.944,4
2.669,13.215,4
2.687,11.301,4
2.71,9.671,4
2.739,8.54,4
2.793,7.192,4
2.878,1.975,4
2.996,0.001,4
3,0,1
2.916,0.117,1
2.856,5.531,1
2.844,6.72,1
2.866,2.571,1
2.898,0.018,1
2.948,0.01,1
2.935,0.013,1
2.894,0.021,1
2.895,0.775,1
2.886,1.895,1
2.896,1.519,1
2.927,0.15,1
2.981,0.011,1
3,0,1
3,0,1
3,0,1
2.964,0.018,1
2.86,3.374,1
2.783,6.002,1
2.74,7.122,2
2.717,7.464,2
2.707,7.36,2
2.703,7.067,2
2.703,6.668,2
2.705,6.377,2
2.708,6.352,2
2.708,6.69,2
2.702,7.78,2
2.692,9.291,2
2.683,10.573,2
2.681,10.946,2
2.688,10.42,2
2.703,9.713,2
2.723,9.339,2
2.756,8.532,2
2.811,6.243,1
2.872,0.985,1
2.92,0.016,1
2.926,0.018,1
2.912,0.219,1
2.889,1.149,1
2.853,3.02,1
2.8,4.206,1
2.753,5.136,2
2.726,5.519,2
2.715,5.672,2
2.719,5.584,2
2.738,4.973,2
2.774,3.701,2
2.818,2.027,2
2.861,0.369,2
2.905,0.031,1
2.925,0.028,1
2.936,0.027,1
2.961,0.023,1
3,0.015,1
3,0,1
3,0,1
3,0,1
3,0.002,1
3,0.012,1
3,0.016,1
3,0.015,1
3,0.011,1
3,0.01,1
3,0.012,1
3,0.011,1
3,0.005,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.005,1
3,0.011,1
2.992,0.015,1
2.977,0.017,1
2.982,0.017,1
3,0.013,1
3,0.005,1
3,0,1
3,0.003,1
2.955,0.012,1
2.93,0.022,1
2.92,0.084,1
2.927,0.024,1
2.962,0.019,1
3,0.012,1
3,0.009,1
3,0.007,1
2.979,0.022,1
3,0.017,1
3,0.014,1
3,0.016,1
2.936,0.025,1
2.837,1.174,1
2.771,4.595,1
2.73,6.518,1
2.72,7.349,2
2.734,6.574,2
2.757,5.552,2
2.767,5.293,2
2.768,5.414,2
2.779,5.667,2
2.786,5.579,2
2.805,5.642,2
2.825,5.256,1
2.852,4.012,1
2.866,2.908,1
2.84,5.196,1
2.795,6.577,1
2.771,6.656,1
2.778,5.698,1
2.804,4.468,1
2.844,2.987,1
2.878,1.289,1
2.895,0.505,1
2.892,0.932,1
2.876,2.624,1
2.858,4.243,1
2.847,4.681,1
2.848,4.232,1
2.857,3.223,1
2.866,2.143,1
2.869,1.443,1
2.867,1.232,1
2.857,1.464,1
2.841,1.915,1
2.823,2.291,1
2.811,2.389,1
2.809,2.413,1
2.813,2.524,1
2.822,2.914,1
2.83,3.554,1
2.828,4.217,1
2.817,4.552,1
2.806,4.372,1
2.801,3.874,1
2.792,3.666,2
2.773,4.046,2
2.747,4.886,2
2.73,5.666,2
2.726,6.327,2
2.736,7.142,2
2.754,7.937,2
2.776,8.256,2
2.799,8.034,1
2.826,7.306,1
2.858,6.23,1
2.895,3.209,1
2.942,0.022,1
3,0.003,1
3,0,1
3,0,1
3,0,1
2.958,0.012,1
2.847,0.03,1
2.802,3.857,1
2.789,7.84,4
2.752,9.694,4
2.736,10.816,4
2.72,11.114,4
2.712,11.303,4
2.703,10.712,4
2.698,10.558,4
2.699,10.676,4
2.695,10.66,4
2.69,10.334,4
2.686,10.113,4
2.682,10.142,4
2.679,10.656,4
2.674,11.175,4
2.67,12.279,4
2.659,12.981,4
2.664,13.471,4
2.668,13.372,4
2.674,12.653,4
2.678,12.175,4
2.678,12.211,4
2.676,12.545,4
2.673,12.848,4
2.669,12.946,4
2.665,12.878,4
2.663,12.492,4
2.663,11.773,4
2.665,10.733,4
2.666,9.789,4
2.665,9.43,4
2.662,9.592,4
2.658,9.512,4
2.663,9.208,4
2.671,8.156,4
2.686,6.578,4
2.707,4.939,4
2.742,3.39,1
2.806,0.994,1
2.96,0.028,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.002,1
3,0.005,1
3,0.006,1
3,0.007,1
2.997,0.009,1
2.978,0.013,1
2.947,0.021,1
2.909,0.047,1
2.892,0.345,1
2.899,0.035,1
2.949,0.027,1
3,0.019,1
3,0.017,1
3,0.022,1
2.969,0.03,1
2.922,0.038,1
2.872,0.046,1
2.828,0.62,1
2.81,2.461,1
2.8,3.838,1
2.802,4.466,1
2.813,4.293,1
2.831,3.331,1
2.865,0.937,1
2.903,0.035,1
2.946,0.029,1
2.957,0.027,1
2.938,0.03,1
2.906,0.035,1
2.887,0.038,1
2.881,0.04,1
2.885,0.04,1
2.903,0.038,1
2.943,0.03,1
3,0.018,1
3,0.006,1
3,0,1
3,0,1
3,0,1
3,0.003,1
2.95,0.021,1
2.856,1.836,1
2.792,4.718,1
2.747,6.276,2
2.723,6.542,2
2.716,6.064,2
2.715,5.67,2
2.717,5.903,2
2.725,6.249,2
2.743,5.692,2
2.773,3.889,2
2.796,1.82,2
2.793,0.776,2
2.769,1.079,2
2.742,2.229,2
2.718,4.272,2
2.697,7.111,2
2.677,9.928,2
2.669,11.438,2
2.673,11.315,2
2.691,9.849,2
2.721,7.8,2
2.771,5.525,2
2.839,3.031,1
2.911,0.082,1
2.989,0.011,1
3,0.006,1
3,0.013,1
2.96,0.024,1
2.927,0.03,1
2.921,0.031,1
2.904,0.035,1
2.866,0.418,1
2.836,1.427,1
2.829,1.562,1
2.845,0.608,1
2.872,0.043,1
2.855,0.046,1
2.811,1.547,1
2.766,3.879,5
2.73,6.015,5
2.709,7.41,5
2.701,7.841,5
2.701,7.971,5
2.702,8.621,5
2.701,9.749,5
2.702,10.529,5
2.713,10.583,5
2.728,10.067,5
2.731,9.536,5
2.711,10.235,5
2.678,10.792,5
2.669,11.069,5
2.675,10.594,5
2.698,8.412,5
2.763,4.41,1
2.835,0.04,1
2.963,0.016,1
3,0.006,1
3,0.005,1
3,0.006,1
3,0.008,1
2.961,0.012,1
2.896,0.022,1
2.873,3.01,1
2.829,6.738,1
2.793,7.997,1
2.774,8.546,1
2.766,9.166,1
2.769,9.662,1
2.789,9.202,1
2.829,7.345,1
2.876,3.231,1
2.901,0.089,1
2.901,0.019,1
2.894,0.021,1
2.889,0.066,1
2.887,0.95,1
2.862,2.742,1
2.835,3.989,1
2.817,4.828,1
2.813,5.268,1
2.821,5.348,1
2.838,5.002,1
2.853,4.294,1
2.862,3.475,1
2.868,2.891,1
2.875,2.23,1
2.885,1.432,1
2.895,0.672,1
2.903,0.076,1
2.907,0.035,1
2.873,0.577,1
2.84,3.263,1
2.814,5.384,1
2.806,5.824,1
2.811,4.811,1
2.815,3.746,1
2.814,3.362,1
2.811,3.244,1
2.817,2.732,1
2.833,2.026,1
2.857,1.258,1
2.85,0.03,1
2.849,0.028,1
2.781,0.038,1
2.727,1.507,1
2.738,5.805,2
2.695,7.125,2
2.676,7.982,2
2.664,8.658,2
2.663,8.935,2
2.666,8.625,2
2.674,8.161,2
2.682,8.149,2
2.692,8.766,2
2.711,8.869,2
2.744,7.78,2
2.786,6.069,2
2.825,4.992,2
2.849,4.989,2
2.868,4.711,2
2.897,1.889,2
2.94,0.019,1
2.981,0.006,1
2.987,0.004,1
2.968,0.011,1
2.94,0.021,1
2.917,0.553,1
2.905,0.908,1
2.912,0.511,1
2.932,0.022,1
2.952,0.014,1
2.945,0.016,1
2.924,0.068,1
2.912,0.372,1
2.917,0.108,1
2.945,0.023,1
2.963,0.019,1
2.955,0.017,1
2.951,0.016,1
2.955,0.014,1
2.963,0.011,1
2.951,0.01,1
2.912,0.017,1
2.824,0.169,1
2.815,4.848,1
2.775,6.116,5
2.766,4.828,5
2.774,3.476,5
2.797,2.422,5
2.831,1.355,5
2.872,0.183,5
2.906,0.034,5
2.919,0.137,5
2.927,0.142,1
2.941,0.019,1
2.963,0.011,1
2.987,0.005,1
2.98,0.007,1
2.931,0.014,1
2.895,0.021,1
2.878,0.025,1
2.845,0.031,2
2.779,0.046,2
2.782,2.808,2
2.752,2.983,2
2.741,2.344,2
2.745,2.231,2
2.762,2.714,2
2.791,3.285,2
2.828,3.085,2
2.861,2.142,2
2.887,0.838,2
2.906,0.133,2
2.943,0.024,1
3,0.012,1
3,0,1
3,0,1
3,0,1
3,0.002,1
2.991,0.017,1
2.924,0.029,1
2.888,0.675,1
2.875,1.644,1
2.878,1.554,1
2.902,0.372,1
2.943,0.023,1
2.984,0.014,1
2.999,0.01,1
3,0.009,1
2.997,0.01,1
2.991,0.011,1
2.979,0.011,1
2.975,0.011,1
2.979,0.009,1
2.997,0.006,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.004,1
3,0.008,1
3,0.009,1
3,0.009,1
3,0.009,1
2.992,0.01,1
2.964,0.014,1
2.953,0.017,1
2.959,0.015,1
2.981,0.007,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0.004,1
2.993,0.013,1
3,0.014,1
3,0.009,1
3,0.005,1
3,0.003,1
2.997,0.005,1
2.965,0.011,1
2.92,0.023,1
2.881,0.197,1
2.85,0.169,1
2.843,0.052,1
2.85,0.05,1
2.856,0.047,1
2.847,0.138,1
2.842,0.915,1
2.839,1.648,1
2.843,1.928,1
2.857,1.437,1
2.885,0.159,1
2.945,0.025,1
2.99,0.016,1
2.982,0.019,1
2.922,0.033,2
2.836,0.291,2
2.789,1.806,2
2.767,2.249,2
2.76,2.06,2
2.766,1.461,2
2.787,0.784,2
2.823,0.054,2
2.871,0.041,1
2.899,0.032,1
2.903,0.027,1
2.909,0.022,1
2.928,0.015,1
2.95,0.01,1
2.952,0.011,1
2.923,0.018,1
2.898,0.317,1
2.867,2.695,1
2.832,4.654,1
2.8,5.623,1
2.778,6.165,2
2.771,6.251,2
2.776,5.952,2
2.787,5.39,2
2.778,5.282,2
2.752,5.625,2
2.728,5.996,2
2.722,6.222,2
2.734,6.023,2
2.769,4.579,2
2.819,1.829,2
2.892,0.039,2
2.969,0.028,1
3,0.022,1
3,0.021,1
3,0.023,1
2.973,0.026,1
2.936,0.058,1
2.925,0.361,1
2.91,0.899,1
2.889,2.542,1
2.862,5.242,1
2.833,6.421,1
2.81,6.572,1
2.794,5.981,1
2.786,5.001,1
2.786,4.197,1
2.795,3.713,1
2.815,3.571,1
2.831,4.301,1
2.83,5.87,1
2.816,7.24,1
2.807,7.882,1
2.805,7.679,1
2.81,6.565,1
2.823,4.795,1
2.849,2.28,1
2.895,0.044,1
2.951,0.037,1
2.933,0.04,1
2.862,0.641,1
2.827,3.535,1
2.803,5.973,1
2.793,7.52,1
2.792,7.862,1
2.802,6.866,1
2.818,4.964,1
2.829,3.278,1
2.816,2.868,1
2.779,4.372,1
2.734,6.392,1
2.706,7.878,1
2.693,7.935,2
2.692,7.483,2
2.702,6.908,2
2.724,6.473,2
2.762,5.899,2
2.817,4.647,2
2.873,2.293,2
2.908,0.375,2
2.919,0.151,1
2.913,0.323,1
2.903,0.802,1
2.896,1.27,1
2.893,1.394,1
2.89,1.609,1
2.879,2.867,1
2.859,4.825,1
2.844,4.325,1
2.847,2.157,1
2.875,0.045,1
2.94,0.032,1
2.985,0.016,1
2.989,0.005,1
2.963,0.007,1
2.896,0.02,1
2.87,2.293,1
2.83,7.068,1
2.778,8.708,1
2.735,9.136,1
2.708,8.956,2
2.693,9.072,2
2.682,9.743,2
2.673,10.727,2
2.66,11.347,2
2.665,11.977,2
2.661,12.297,2
2.659,12.595,2
2.651,12.453,2
2.655,12.652,2
2.651,12.534,2
2.654,12.118,2
2.652,11.242,2
2.665,10.041,2
2.674,8.387,2
2.686,7.48,2
2.709,7.436,1
2.769,4.942,1
2.791,0.038,1
2.857,0.026,1
2.786,0.881,1
2.77,7.913,1
2.723,9.757,1
2.698,10.705,1
2.682,10.789,4
2.674,11.036,4
2.668,10.987,4
2.666,10.753,4
2.677,10.658,4
2.69,10.124,4
2.709,9.493,4
2.727,9.464,4
2.735,9.74,4
2.736,10.789,4
2.715,11.347,4
2.715,11.197,4
2.714,10.011,4
2.715,8.864,4
2.711,8.533,4
2.701,9.212,4
2.688,10.273,4
2.675,10.262,4
2.681,9.998,4
2.684,9.302,4
2.692,8.913,4
2.706,9.325,4
2.718,9.733,4
2.731,9.721,4
2.739,9.229,4
2.742,8.878,4
2.738,8.715,4
2.736,8.977,4
2.732,9.373,4
2.732,9.844,4
2.728,9.559,4
2.735,9.418,4
2.735,8.787,4
2.737,7.854,4
2.743,7.103,4
2.739,6.649,4
2.738,6.936,4
2.736,7.57,4
2.73,8.125,4
2.721,8.546,4
2.719,8.846,4
2.713,8.494,4
2.709,7.993,4
2.706,7.232,4
2.705,6.845,4
2.703,7.04,4
2.704,7.549,4
2.711,7.78,4
2.729,7.171,1
2.762,5.577,1
2.804,3.789,1
2.838,3.272,1
2.854,3.478,1
2.86,3.658,1
2.863,3.706,1
2.867,3.556,1
2.869,3.49,1
2.866,3.544,1
2.862,3.68,1
2.865,3.166,1
2.878,1.598,1
2.894,0.644,1
2.89,0.889,1
2.867,3.714,1
2.833,7.238,1
2.802,9.381,1
2.781,10.7,1
2.765,10.997,1
2.759,10.948,1
2.757,10.835,1
2.748,10.597,1
2.743,10.543,1
2.729,10.326,4
2.728,10.289,4
2.722,10.093,4
2.715,10.32,4
2.703,10.967,4
2.692,11.685,4
2.682,12.519,4
2.672,12.596,4
2.67,12.447,4
2.676,12.089,4
2.672,11.199,4
2.684,10.052,4
2.694,8.682,4
2.702,7.82,4
2.715,7.719,4
2.74,7.415,4
2.775,6.494,4
2.795,5.884,4
2.792,6.288,4
2.775,7.207,4
2.764,7.797,4
2.761,7.941,4
2.757,7.948,4
2.741,8.149,4
2.72,8.068,4
2.705,7.361,4
2.697,6.847,4
2.693,7.21,4
2.694,8,4
2.703,7.457,4
2.754,5.176,4
2.815,0.512,4
2.952,0.023,1
3,0.007,1
3,0.007,1
2.977,0.012,1
2.951,0.014,1
2.954,0.011,1
2.969,0.006,1
3,0,1
3,0,1
2.984,0.003,1
2.982,0.005,1
3,0.004,1
3,0.004,1
3,0.009,1
2.942,0.025,1
2.846,3.01,1
2.794,6.764,1
2.768,8.018,1
2.793,6.799,1
2.811,3.478,1
2.826,0.192,1
2.859,0.028,1
2.885,0.022,1
2.911,0.017,1
2.935,0.012,1
2.956,0.008,1
2.958,0.008,1
2.903,0.019,1
2.855,2.147,4
2.808,6.608,4
2.769,8.143,4
2.751,8.785,4
2.75,8.69,4
2.753,7.856,4
2.751,7.821,4
2.729,8.925,4
2.7,10.078,4
2.677,10.984,4
2.664,11.265,4
2.668,11.415,4
2.667,11.252,4
2.671,11.152,4
2.669,11.064,4
2.665,11.115,4
2.666,11.272,4
2.664,11.328,4
2.667,11.578,4
2.672,11.89,4
2.67,11.858,4
2.671,11.59,4
2.68,11.211,4
2.686,10.689,4
2.689,10.386,4
2.692,10.478,4
2.688,10.589,4
2.683,10.618,4
2.68,10.618,4
2.675,10.989,4
2.667,11.177,4
2.663,11.587,4
2.664,11.929,4
2.672,12.1,4
2.679,11.621,4
2.685,10.737,4
2.699,9.966,4
2.71,9.552,4
2.712,9.224,4
2.717,8.501,4
2.743,6.337,4
2.785,4.03,4
2.832,2.043,4
2.855,0.035,4
2.88,0.026,1
2.897,0.021,1
2.9,0.02,1
2.888,0.023,1
2.875,0.05,1
2.877,0.187,1
2.88,0.108,1
2.884,0.024,1
2.898,0.021,1
2.902,0.02,1
2.883,0.024,1
2.872,1.071,1
2.843,4.236,1
2.815,4.976,1
2.807,4.534,1
2.82,3.139,1
2.852,1.406,1
2.893,0.047,1
2.927,0.016,1
2.945,0.011,1
2.93,0.013,1
2.915,0.018,1
2.926,0.019,1
2.938,0.017,1
2.942,0.016,1
2.949,0.015,1
2.97,0.015,1
2.988,0.018,1
2.966,0.024,2
2.906,0.245,2
2.865,3.266,2
2.822,5.673,2
2.787,6.954,2
2.766,6.99,2
2.758,6.549,2
2.757,5.943,2
2.764,5.269,2
2.783,4.291,2
2.821,2.57,2
2.87,0.223,2
2.947,0.024,1
2.993,0.016,1
3,0.014,1
3,0.016,1
2.997,0.018,1
2.982,0.019,1
2.956,0.022,1
2.918,0.027,1
2.894,0.362,1
2.872,1.426,1
2.851,3.138,1
2.833,4.701,1
2.83,5.451,1
2.84,5.051,1
2.857,2.754,1
2.86,0.984,1
2.865,0.98,1
2.872,2.37,1
2.864,2.991,1
2.875,2.17,1
2.893,0.697,1
2.905,0.199,1
2.911,0.162,1
2.914,0.041,1
2.942,0.028,1
2.967,0.023,1
2.976,0.014,1
2.954,0.01,1
2.915,0.016,1
2.854,0.411,1
2.828,3.041,1
2.826,3.996,1
2.817,3.122,1
2.807,2.777,1
2.792,3.996,1
2.78,5.845,1
2.777,6.624,1
2.783,6.305,1
2.793,4.776,1
2.802,3.131,1
2.811,2.168,1
2.822,2.112,1
2.841,2.451,1
2.868,1.882,1
2.891,0.157,1
2.922,0.021,1
2.932,0.022,1
2.908,0.062,1
2.895,0.759,1
2.893,1.075,1
2.896,0.802,1
2.88,1.895,1
2.852,4.364,1
2.826,4.139,1
2.817,3.506,1
2.827,3.555,1
2.859,3.066,1
2.874,0.026,1
2.941,0.011,1
2.979,0.004,1
2.991,0.002,1
2.987,0.003,1
2.945,0.011,1
2.896,0.057,1
2.881,1.227,1
2.876,0.949,1
2.882,0.161,1
2.874,0.229,1
2.831,2.552,4
2.775,5.456,4
2.732,7.725,4
2.708,9.044,4
2.696,9.86,4
2.69,10.414,4
2.687,10.782,4
2.688,10.798,4
2.692,10.494,4
2.699,10.012,4
2.706,9.587,4
2.71,9.499,4
2.711,9.879,4
2.709,10.597,4
2.705,11.32,4
2.701,11.673,4
2.699,11.745,4
2.7,11.272,4
2.71,10.309,4
2.728,8.966,4
2.746,7.762,1
2.76,6.973,1
2.77,6.477,1
2.78,5.781,1
2.791,4.557,1
2.801,2.948,1
2.807,1.762,1
2.806,2.034,1
2.791,4.178,1
2.763,6.823,1
2.734,8.396,1
2.718,8.265,1
2.711,7.546,4
2.708,7.394,4
2.703,8.138,4
2.7,9.191,4
2.696,9.935,4
2.694,10.419,4
2.694,10.515,4
2.698,9.916,4
2.704,8.847,4
2.71,7.557,4
2.715,6.481,4
2.724,5.757,4
2.749,5.214,4
2.796,4.313,4
2.865,1.878,4
2.928,0.022,4
2.994,0.013,1
3,0.013,1
2.968,0.018,1
2.907,1.098,1
2.9,2.06,1
2.901,1.905,1
2.906,0.98,1
2.913,0.271,1
2.906,0.192,4
2.874,1.187,4
2.825,5.453,4
2.765,8.664,4
2.722,10.703,4
2.71,11.82,4
2.705,11.963,4
2.702,11.713,4
2.7,11.277,4
2.703,10.823,4
2.709,10.055,4
2.71,9.781,4
2.708,10.249,4
2.705,11.113,4
2.707,11.551,4
2.703,11.462,4
2.702,11.6,4
2.696,11.698,4
2.69,11.576,4
2.682,11.001,4
2.684,10.517,4
2.685,10.298,4
2.683,10.267,4
2.68,10.524,4
2.681,10.885,4
2.678,11.004,4
2.672,11.218,4
2.669,11.417,4
2.673,11.831,4
2.667,11.964,4
2.666,11.925,4
2.676,11.275,4
2.692,9.702,1
2.727,7.12,1
2.777,3.364,1
2.842,0.044,1
2.919,0.028,1
2.896,0.03,1
2.812,2.917,1
2.751,6.198,1
2.718,7.808,4
2.704,8.612,4
2.695,9.555,4
2.687,10.729,4
2.68,11.394,4
2.677,11.518,4
2.679,10.843,4
2.685,9.754,4
2.693,8.819,4
2.699,8.319,4
2.7,8.645,4
2.696,9.245,4
2.695,9.34,4
2.705,8.399,4
2.734,6.748,4
2.785,5.185,4
2.829,2.332,1
2.846,0.03,1
2.869,0.025,1
2.875,0.024,1
2.88,0.346,1
2.863,2.707,1
2.822,4.662,1
2.786,6.698,1
2.761,8.284,2
2.738,8.994,2
2.73,9.188,2
2.731,8.87,2
2.735,7.542,2
2.747,6.231,2
2.759,6.211,2
2.767,7.075,2
2.765,7.809,2
2.768,8.376,2
2.779,7.914,2
2.803,6.795,2
2.834,5.378,1
2.857,3.139,1
2.87,1.519,1
2.877,0.625,1
2.878,0.034,1
2.875,0.035,1
2.843,0.041,1
2.809,2.001,1
2.762,4.601,2
2.732,6.62,2
2.717,7.583,2
2.725,7.721,2
2.746,6.894,2
2.776,5.306,2
2.805,3.839,2
2.819,3.081,2
2.816,2.772,1
2.809,2.87,1
2.806,2.837,1
2.813,2.516,1
2.826,1.866,1
2.841,1.082,1
2.846,0.411,1
2.835,0.376,1
2.81,1.269,1
2.785,2.615,1
2.775,3.586,1
2.784,3.689,1
2.813,2.753,1
2.855,1.148,1
2.899,0.029,1
2.942,0.018,1
2.965,0.011,1
2.98,0.008,1
2.976,0.009,1
2.946,0.016,1
2.901,0.026,2
2.83,0.042,2
2.789,2.108,2
2.742,4.578,2
2.715,5.728,2
2.704,6.327,2
2.704,6.549,2
2.714,6.637,2
2.734,6.613,2
