TVD,SP1,DGA,QT,DEV,TENS,RT1,POR,RA45,PE,M4R2,GR1,AC,QCAL,RXO,M1RX,CNL,CN,KTH,RMSL,Y
3492.186,21.762,2.931,0.411,33.886,2005.68,7.872,0.023,1.028,6.869,2.248,115.861,297.825,1.002,2.168,2.198,23.628,22.82,107.445,3.578,1
3492.29,21.736,2.924,0.408,33.88,2004.983,7.662,0.026,1.016,7.012,2.236,114.875,297.94,1.002,2.187,2.305,23.384,22.582,104.265,3.652,1
3492.394,21.702,2.92,0.406,33.883,2004.286,7.463,0.028,1.011,7.759,2.234,114.204,296.362,1.002,2.19,2.427,23.353,22.551,103.681,3.683,1
3492.498,21.693,2.918,0.403,33.892,2002.891,7.289,0.091,1.012,8.8,2.242,114.416,294.062,1.002,2.15,2.366,23.017,22.224,104.403,3.804,1
3492.601,21.684,2.916,0.4,33.911,2000.103,6.988,0.114,1.031,9.431,2.26,115.029,291.891,1.002,2.097,1.943,22.356,21.58,104.661,3.85,1
3492.705,21.672,2.911,0.398,33.919,1998.709,6.865,0.122,1.046,9.315,2.288,115.221,289.946,1.002,2.104,1.658,21.847,21.083,104.551,4.087,1
3492.809,21.625,2.913,0.395,33.928,1997.314,6.756,0.126,1.061,8.775,2.326,115.227,288.736,1.002,2.213,2.054,22.005,21.238,106.148,4.277,1
3492.913,21.588,2.92,0.392,33.939,1995.92,6.656,0.073,1.076,8.405,2.371,115.41,288.762,1.002,2.374,3.178,22.848,22.059,109.346,4.286,1
3493.016,21.54,2.928,0.389,33.961,1993.829,6.505,0.046,1.097,8.555,2.417,115.603,289.651,1.002,2.507,3.508,24.125,23.306,111.297,4.232,1
3493.12,21.483,2.933,0.378,33.964,1993.829,6.455,0.045,1.101,9.033,2.459,115.879,290.377,1.002,2.593,2.472,25.304,24.455,110.512,4.204,1
3493.224,21.334,2.937,0.367,33.964,1993.131,6.428,0.021,1.099,9.377,2.492,116.726,290.871,1.002,2.685,2.312,25.987,25.122,108.82,4.099,1
3493.327,21.238,2.951,0.355,33.964,1991.737,6.422,0.016,1.094,9.275,2.515,118.434,292.341,1.002,2.76,2.678,26.273,25.402,108.458,3.722,1
3493.431,21.127,2.964,0.344,33.955,1989.646,6.482,0.012,1.073,8.979,2.533,119.88,295.631,1.002,2.706,2.911,26.512,25.635,108.422,3.927,1
3493.535,21,2.95,0.332,33.953,1988.949,6.546,0.017,1.062,8.823,2.557,118.04,299.957,1.002,2.499,2.635,26.77,25.886,107.138,4.001,1
3493.638,20.716,2.911,0.321,33.95,1988.949,6.638,1.51,1.052,8.691,2.602,111.829,303.316,1.002,2.274,2.072,26.861,25.975,102.156,5.075,1
3493.742,20.569,2.87,0.31,33.953,1988.949,6.751,4.846,1.045,8.55,2.68,103.437,303.54,1.002,2.21,1.797,26.65,25.769,93.384,5.911,1
3493.846,20.43,2.843,0.298,33.958,1991.04,7.03,5.43,1.049,8.726,2.801,97.443,299.578,1.002,2.392,2.208,26.29,25.418,82.905,5.939,1
3493.949,20.303,2.836,0.283,33.961,1992.434,7.187,5.419,1.061,9.126,2.969,95.917,291.075,1.002,2.87,4.132,25.917,25.054,74.732,8.118,1
3494.053,20.095,2.842,0.267,33.964,1993.131,7.346,4.823,1.08,9.127,3.206,97.788,277.725,1.002,3.588,5.755,25.357,24.507,70.697,9.842,1
3494.157,20.017,2.851,0.252,33.961,1993.829,7.503,3.791,1.106,9.123,3.482,100.358,262.192,1.002,4.196,4.222,24.597,23.766,72.01,12.317,1
3494.261,19.955,2.862,0.236,33.955,1993.131,7.774,2.696,1.169,9.067,3.657,102.993,250.908,1.002,4.303,3.829,24.148,23.328,78.369,22.265,1
3494.364,19.909,2.876,0.221,33.953,1993.131,7.886,1.348,1.204,8.292,3.774,105.933,248.801,1.002,4.263,3.95,23.646,22.837,86.575,13.062,1
3494.468,19.869,2.894,0.205,33.947,1993.131,7.976,0.039,1.237,7.421,3.815,109.379,251.431,1.001,4.245,4.275,23.219,22.421,93.135,8.922,1
3494.572,19.875,2.945,0.19,33.944,1992.434,8.047,0.028,1.266,7.324,3.779,114.059,258.291,1.001,4.282,4.701,23.02,22.226,96.869,6.5,1
3494.675,19.897,3,0.174,33.942,1992.434,8.157,0.012,1.308,7.824,3.687,119.95,269.913,1.001,4.261,5.201,23.12,22.324,98.921,6.687,1
3494.779,19.935,3,0.175,33.947,1993.131,8.202,0,1.317,8.459,3.556,125.184,283.099,1.001,4.07,5.431,23.562,22.756,101.056,5.898,1
3494.883,20.044,3,0.175,33.958,1993.131,8.253,0,1.318,8.678,3.402,126.932,295.245,1.001,3.668,4.863,24.35,23.525,104.92,4.662,1
3494.986,20.11,3,0.176,33.967,1992.434,8.304,0,1.312,8.574,3.245,125.076,307.179,1.001,3.17,3.619,25.439,24.587,109.458,3.579,1
3495.09,20.179,2.981,0.176,33.983,1991.04,8.416,0.006,1.28,8.389,3.098,121.742,319.437,1.001,2.808,2.681,26.68,25.798,112.855,4.964,1
3495.194,20.251,2.965,0.176,33.992,1991.737,8.472,0.012,1.257,8.248,2.967,119.9,330.106,1.001,2.672,2.31,27.885,26.975,114.213,10.086,1
3495.298,20.408,2.973,0.177,34,1993.131,8.522,0.009,1.234,8.177,2.852,120.73,336.261,1.001,2.717,2.396,28.981,28.046,113.63,11.089,1
3495.401,20.492,2.998,0.177,34.011,1993.829,8.561,0.001,1.211,8.134,2.749,123.452,336.417,1.001,2.851,2.869,29.962,29.005,111.32,7.413,1
3495.505,20.576,3,0.178,34.025,1998.011,8.595,0,1.176,8.041,2.656,125.372,331.287,1.001,2.924,3.482,30.869,29.893,108.705,6.112,1
3495.608,20.658,3,0.177,34.028,2000.8,8.587,0,1.165,7.912,2.573,124.961,323.088,1.001,2.81,3.58,31.687,30.692,106.794,4.714,1
3495.712,20.806,2.995,0.177,34.03,2002.194,8.564,0.002,1.161,7.889,2.496,123.182,314.095,1.001,2.576,3.019,32.215,31.209,105.991,4.353,1
3495.816,20.866,2.989,0.176,34.03,2002.891,8.526,0.004,1.161,8.003,2.428,122.439,306.62,1.001,2.359,2.451,32.23,31.223,106.052,4.105,1
3495.919,20.917,2.991,0.175,34.019,2002.891,8.411,0.003,1.174,8.159,2.369,122.658,302.741,1.001,2.201,2.08,31.646,30.652,106.931,4.165,1
3496.023,20.955,2.989,0.175,34.011,2002.194,8.335,0.004,1.184,8.202,2.32,122.36,302.288,1.001,2.11,1.892,30.526,29.556,108.776,4.318,1
3496.126,20.988,2.976,0.174,34.003,2002.194,8.239,0.009,1.193,8.212,2.282,120.823,304.717,1.001,2.088,1.804,29.097,28.16,111.001,4.194,1
3496.23,20.981,2.958,0.174,33.994,2002.194,8.129,0.015,1.2,8.39,2.254,118.809,309.503,1.001,2.145,1.896,27.729,26.823,111.697,3.991,1
3496.334,20.956,2.952,0.173,33.986,2004.286,7.842,0.017,1.2,8.84,2.231,118.229,314.236,1.001,2.25,2.301,26.713,25.831,109.305,4.137,1
3496.437,20.913,2.959,0.177,33.983,2005.68,7.672,0.013,1.191,9.261,2.213,119.437,315.045,1.001,2.331,2.866,26.155,25.287,104.507,4.261,1
3496.541,20.785,2.974,0.18,33.986,2007.074,7.487,0.008,1.176,9.328,2.197,121.163,312.746,1.001,2.324,3.15,26.058,25.192,101.264,3.863,1
3496.645,20.711,2.981,0.184,33.994,2007.771,7.293,0.006,1.156,9.001,2.184,121.876,308.623,1.001,2.215,2.721,26.329,25.456,100.973,3.417,1
3496.748,20.641,2.979,0.188,34.014,2008.469,6.918,0.007,1.103,8.531,2.178,121.477,302.449,0.998,2.085,2.041,26.743,25.861,102.371,3.545,1
3496.852,20.584,2.969,0.191,34.028,2009.166,6.742,0.011,1.075,8.236,2.18,120.23,296.032,0.997,2.017,1.722,27.04,26.15,103.641,3.972,1
3496.956,20.533,2.95,0.195,34.042,2008.469,6.589,0.018,1.048,8.118,2.191,117.818,291.214,0.997,2.019,1.707,27.077,26.186,104.329,3.905,1
3497.059,20.544,2.928,0.198,34.055,2007.771,6.46,0.315,1.024,7.909,2.213,114.694,287.288,0.997,2.085,1.958,26.832,25.947,105.053,3.923,1
3497.163,20.578,2.916,0.202,34.072,2006.377,6.267,0.881,0.995,7.739,2.244,112.92,282.368,0.997,2.206,2.447,26.352,25.478,105.907,4.124,1
3497.266,20.631,2.918,0.202,34.075,2006.377,6.205,0.545,0.992,7.707,2.283,113.507,276.898,0.997,2.349,2.946,25.75,24.891,106.645,4.732,1
3497.37,20.775,2.925,0.203,34.072,2005.68,6.157,0.174,0.996,7.793,2.326,114.725,273.502,0.997,2.441,2.965,25.172,24.326,106.871,5.158,1
3497.473,20.857,2.924,0.203,34.069,2004.286,6.127,0.147,1.008,7.99,2.371,114.724,272.631,0.997,2.444,2.562,24.715,23.881,107.101,4.673,1
3497.577,20.94,2.917,0.204,34.042,2002.891,6.101,0.314,1.047,8.317,2.416,113.823,274.038,0.997,2.39,2.172,24.433,23.605,107.239,4.443,1
3497.681,21.019,2.912,0.204,34.025,2003.589,6.104,0.507,1.072,8.839,2.465,113.266,278.592,0.997,2.343,2.052,24.348,23.523,106.733,4.602,1
3497.784,21.154,2.917,0.204,34.005,2004.286,6.122,0.336,1.096,9.425,2.519,114.171,285.13,0.997,2.364,2.328,24.446,23.618,105.417,4.757,1
3497.888,21.206,2.929,0.205,33.986,2004.983,6.153,0.036,1.119,9.793,2.584,116.145,288.364,0.997,2.473,2.938,24.61,23.778,103.315,4.131,1
3497.991,21.247,2.94,0.205,33.947,2006.377,6.246,0.018,1.152,9.885,2.66,117.663,283.414,0.997,2.621,3.29,24.659,23.826,100.827,3.941,1
3498.095,21.277,2.921,0.2,33.933,2007.074,6.311,0.153,1.16,9.888,2.742,115.352,271.856,0.997,2.797,3.134,24.467,23.639,98.501,3.979,1
3498.198,21.305,2.881,0.195,33.919,2007.771,6.383,3.625,1.161,9.874,2.823,108.612,259.877,0.997,2.999,2.783,23.997,23.18,97.237,5.086,1
3498.302,21.306,2.836,0.19,33.911,2007.771,6.46,6.691,1.156,9.781,2.896,100.121,251.488,0.997,3.179,2.641,23.301,22.501,97.769,15.532,1
3498.406,21.3,2.812,0.185,33.905,2008.469,6.617,7.432,1.133,9.464,2.954,95.135,250.583,0.997,3.224,3.026,22.527,21.746,100.044,17.224,1
3498.51,21.291,2.81,0.179,33.908,2008.469,6.688,7.178,1.117,8.846,2.995,94.981,259.509,0.997,3.119,3.972,21.923,21.157,103.376,7.389,1
3498.613,21.262,2.824,0.174,33.914,2009.166,6.758,6.139,1.102,8.178,3.024,98.341,272.325,0.997,2.968,4.316,21.637,20.879,106.532,6.023,1
3498.717,21.242,2.846,0.169,33.919,2009.863,6.821,4.753,1.088,7.675,3.047,102.924,281.323,0.997,2.873,3.703,21.69,20.93,108.177,5.191,1
3498.821,21.217,2.874,0.164,33.93,2012.651,6.976,2.589,1.075,7.435,3.067,107.922,284.986,0.997,2.909,2.842,22.017,21.249,106.509,4.674,1
3498.925,21.188,2.904,0.167,33.933,2014.046,7.065,0.409,1.077,7.419,3.086,112.682,282.544,0.997,3.114,2.432,22.468,21.689,101.833,4.21,1
3499.028,21.121,2.921,0.17,33.939,2014.743,7.168,0.026,1.086,7.464,3.099,114.853,272.954,0.997,3.32,2.573,22.671,21.886,94.462,4.496,1
3499.132,21.091,2.906,0.172,33.942,2014.743,7.285,0.148,1.1,7.441,3.105,112.569,259.01,0.997,3.293,3.076,22.35,21.574,85.373,5.367,1
3499.236,21.067,2.866,0.175,33.947,2014.046,7.535,2.001,1.141,7.624,3.103,106.17,246.827,0.997,3.079,3.369,21.567,20.809,78.069,5.36,1
3499.339,21.053,2.832,0.178,33.955,2014.046,7.659,3.825,1.165,8.304,3.094,100.048,240.236,0.997,2.847,3.092,20.545,19.814,76.444,12.5,1
3499.443,21.059,2.817,0.181,33.964,2012.651,7.772,4.797,1.187,9.198,3.078,98.175,241.849,0.997,2.756,2.427,19.559,18.853,81.41,22.713,1
3499.547,21.078,2.828,0.184,33.972,2011.954,7.87,4.677,1.206,9.713,3.056,101.543,253.272,0.997,2.937,2.213,18.893,18.204,90.308,9.723,1
3499.65,21.104,2.855,0.186,33.989,2011.257,8.019,3.233,1.226,9.768,3.031,106.936,268.748,0.997,3.422,3.802,18.749,18.063,100.371,5.363,1
3499.754,21.139,2.884,0.192,33.997,2011.257,8.071,0.647,1.226,9.494,3.007,111.801,279.7,0.997,3.679,7.723,19.087,18.392,108.092,4.166,1
3499.858,21.251,2.91,0.198,34.005,2011.954,8.117,0.026,1.218,8.91,2.991,114.659,283.151,0.997,3.44,9.109,19.786,19.073,110.906,3.977,1
3499.961,21.341,2.927,0.204,34.014,2012.651,8.155,0.026,1.204,8.561,2.992,114.789,281.609,0.997,2.881,5.631,20.658,19.924,108.499,4.68,1
3500.065,21.462,2.894,0.209,34.028,2014.046,8.222,0.292,1.159,8.754,3.017,111.208,276.456,0.997,2.458,2.614,21.441,20.688,105.226,4.416,1
3500.169,21.617,2.866,0.215,34.033,2014.743,8.249,2.444,1.134,9.167,3.078,106.259,268.654,0.997,2.474,1.875,21.718,20.957,104.53,8.172,1
3500.272,22.028,2.852,0.221,34.042,2016.137,8.265,3.741,1.109,9.345,3.176,104.037,262.66,0.997,2.964,2.634,21.446,20.692,106.895,17.998,1
3500.376,22.273,2.865,0.226,34.053,2017.531,8.27,2.7,1.088,9.174,3.309,107.146,261.205,0.997,3.677,7.305,20.872,20.133,108.075,7.471,1
3500.479,22.536,2.886,0.232,34.067,2019.623,8.253,0.732,1.063,9.017,3.478,111.178,257.303,0.997,4.177,13.4,20.23,19.507,105.146,4.208,1
3500.583,22.81,2.889,0.231,34.075,2020.32,8.249,0.293,1.063,9.048,3.683,111.707,250.551,0.997,4.104,14.748,19.691,18.981,98.616,5.113,1
3500.687,23.377,2.864,0.231,34.083,2019.623,8.252,1.147,1.071,9.058,3.931,107.403,247.687,0.997,3.569,6.625,19.333,18.633,92.363,6.173,1
3500.79,23.665,2.834,0.231,34.083,2018.926,8.276,2.515,1.088,8.96,4.231,101.35,244.96,0.997,3.507,3.173,19.083,18.388,88.44,6.74,1
3500.894,23.954,2.806,0.23,34.072,2018.229,8.426,3.902,1.143,9.06,4.573,95.219,238.351,0.997,4.449,4.091,18.785,18.098,86.357,6.431,1
3500.997,24.241,2.782,0.23,34.067,2018.926,8.556,5.46,1.177,9.63,4.941,89.764,233.515,0.997,6.283,12.695,18.375,17.699,85.307,8.153,4
3501.101,24.797,2.766,0.229,34.061,2021.017,8.73,6.96,1.214,10.259,5.303,86.576,234.547,0.997,8.069,25.963,17.862,17.199,85.757,10.386,4
3501.204,25.061,2.765,0.229,34.055,2022.411,8.936,7.674,1.249,10.411,5.618,87.775,238.533,0.997,8.331,30.373,17.307,16.658,87.917,9.541,4
3501.308,25.315,2.775,0.228,34.047,2023.109,9.437,7.358,1.31,10.101,5.808,91.397,241.059,0.997,7.378,15.03,16.796,16.161,89.692,7.798,4
3501.412,25.559,2.778,0.23,34.042,2023.109,9.718,6.851,1.332,9.388,5.822,92.565,241.983,0.997,6.793,7.128,16.343,15.72,87.581,6.538,4
3501.515,26.023,2.759,0.231,34.044,2022.411,10.014,6.889,1.346,8.592,5.668,87.034,240.076,0.997,6.38,5.158,15.916,15.304,81.731,13.235,4
3501.619,26.248,2.734,0.232,34.044,2021.017,10.319,7.057,1.351,8.245,5.383,77.539,233.216,0.997,5.941,4.939,15.513,14.911,74.532,29.213,4
3501.722,26.469,2.715,0.234,34.047,2014.743,10.893,7.625,1.34,8.742,5.015,69.151,225.783,0.997,5.549,5.365,15.165,14.572,69.345,12.374,4
3501.826,26.684,2.707,0.235,34.053,2013.349,11.142,8.67,1.324,10.03,4.61,67.358,225.47,0.997,5.397,6.012,14.944,14.356,69.646,2.365,4
3501.929,27.09,2.712,0.236,34.058,2012.651,11.343,9.776,1.304,11.44,4.226,72.448,232.986,0.997,4.988,5.681,15.015,14.426,78.096,2.153,4
3502.033,27.275,2.736,0.238,34.064,2011.954,11.486,9.68,1.281,12.155,3.887,83.329,245.866,0.997,4.234,5,15.433,14.834,92.757,3.578,4
3502.136,27.448,2.798,0.239,34.064,2012.651,11.598,7.344,1.236,11.882,3.601,97.251,261.284,0.997,3.475,4.449,16.237,15.616,106.363,3.923,4
3502.24,27.607,2.805,0.235,34.064,2013.349,11.549,0.637,1.216,10.964,3.366,110.413,275.688,0.997,2.963,4.047,17.434,16.782,113.337,4.154,1
3502.344,27.889,2.938,0.231,34.064,2014.046,11.452,0.012,1.2,9.948,3.178,120.024,286.098,0.997,2.772,3.568,18.986,18.294,114.167,4.364,1
3502.447,28.012,3,0.227,34.064,2014.046,11.303,0,1.189,9.124,3.034,125.84,291.257,0.997,2.806,3.213,20.732,19.997,113.452,3.998,1
3502.551,28.123,3,0.223,34.053,2015.44,10.918,0,1.182,8.449,2.926,129.168,291.686,0.997,2.82,3.024,22.143,21.371,114.161,3.852,1
3502.654,28.223,3,0.219,34.047,2016.137,10.716,0,1.184,8.01,2.846,130.729,289.254,0.997,2.71,2.752,22.925,22.134,114.706,3.781,1
3502.758,28.384,3,0.215,34.044,2016.137,10.523,0,1.189,7.984,2.794,130.19,284.361,0.997,2.534,2.405,23.073,22.279,113.52,4.378,1
3502.861,28.449,3,0.211,34.042,2016.137,10.345,0,1.195,8.232,2.772,126.864,275.881,0.997,2.411,2.13,22.731,21.945,111.443,4.574,1
3502.965,28.508,2.994,0.207,34.03,2018.926,10.067,0.009,1.206,8.369,2.782,120.93,267.474,0.997,2.468,2.157,22.14,21.368,109.576,5.239,1
3503.069,28.567,2.923,0.211,34.022,2021.017,9.975,0.025,1.208,8.338,2.837,115.159,263.559,0.997,2.801,3.674,21.464,20.709,107.71,4.798,1
3503.172,28.719,2.892,0.214,34.014,2021.714,9.91,0.316,1.207,8.257,2.935,111.465,260.841,0.997,3.129,7.495,20.723,19.987,105.799,5.335,1
3503.276,28.823,2.88,0.218,34.005,2022.411,9.865,0.677,1.203,8.179,3.076,109.952,256.935,0.997,3.243,7.971,19.921,19.206,104.489,20.835,1
3503.379,28.95,2.868,0.222,33.989,2024.503,9.845,1.11,1.186,8.06,3.266,108.529,254.6,0.997,3.146,5.224,19.069,18.375,104.302,21.995,1
3503.483,29.1,2.853,0.226,33.983,2025.897,9.868,1.778,1.176,7.859,3.504,106.339,251.082,0.997,3.014,2.963,18.179,17.508,104.219,5.222,4
3503.586,29.458,2.84,0.23,33.983,2026.594,9.911,2.503,1.166,7.637,3.798,103.59,243.048,0.997,3.195,2.664,18.168,17.498,103.134,5.881,4
3503.69,29.657,2.816,0.234,33.983,2027.989,9.977,2.843,1.158,7.441,4.136,99.962,234.694,0.997,4.18,4.249,16.368,15.744,99.346,9.698,4
3503.794,29.862,2.792,0.238,34,2028.686,10.151,3.476,1.153,7.248,4.48,94.966,229.769,0.997,6.482,17.505,15.487,14.886,91.382,7.96,4
3503.897,30.07,2.77,0.244,34.011,2027.989,10.25,3.959,1.159,7.12,4.791,89.277,228.019,0.997,8.642,35.302,14.65,14.072,80.714,11.994,4
3504.001,30.482,2.753,0.25,34.025,2026.594,10.348,4.155,1.171,7.003,5.027,84.451,231.102,0.997,9.033,41.23,13.889,13.33,71.446,22.18,4
3504.105,30.683,2.749,0.256,34.042,2025.2,10.44,3.789,1.189,6.894,5.136,83.583,238.401,0.997,6.432,13.843,13.242,12.7,67.683,22.263,4
3504.208,30.88,2.762,0.262,34.078,2023.806,10.593,2.774,1.237,6.864,5.053,87.923,245.576,0.997,4.761,5.481,12.791,12.262,70.387,13.671,4
3504.312,31.07,2.789,0.268,34.097,2023.806,10.649,1.227,1.265,7.136,4.843,95.598,248.641,0.997,4.461,4.461,12.556,12.032,78.621,7.236,4
3504.416,31.42,2.816,0.274,34.117,2023.806,10.697,0.054,1.292,7.82,4.556,101.515,249.5,0.997,5.106,8.899,12.554,12.03,87.096,6.682,4
3504.519,31.578,2.816,0.281,34.139,2023.109,10.736,0.349,1.316,8.675,4.235,101.797,251.767,0.997,5.69,16.92,12.807,12.276,91.473,9.441,4
3504.623,31.727,2.795,0.287,34.155,2022.411,10.776,2.238,1.346,9.364,3.919,97.28,258.5,0.997,4.949,15.854,13.323,12.78,91.501,11.428,4
3504.726,31.87,2.779,0.289,34.155,2021.714,10.766,4.229,1.35,9.7,3.647,93.332,268.251,0.997,3.525,6.951,14.111,13.546,92.301,12.485,1
3504.83,32.151,2.784,0.291,34.155,2020.32,10.734,5.21,1.345,9.667,3.441,94.471,277.696,0.997,2.79,2.982,15.138,14.546,97.917,4.19,1
3504.933,32.293,2.821,0.294,34.155,2018.926,10.68,4.2,1.331,9.408,3.303,102.04,282.042,0.997,2.651,2.533,16.339,15.716,106.129,3.894,1
3505.037,32.436,2.857,0.296,34.155,2018.926,10.514,0.087,1.281,9.072,3.238,112.106,280.314,0.997,2.792,3.736,17.674,17.016,112.315,5.369,1
3505.14,32.578,2.961,0.298,34.155,2019.623,10.416,0.012,1.249,8.903,3.245,119.755,274.917,0.997,2.941,5.906,19.049,18.355,113.957,6.446,1
3505.243,32.858,3,0.3,34.155,2020.32,10.326,0.005,1.215,9.005,3.256,122.053,272.127,0.997,2.962,5.909,20.251,19.527,112.184,4.66,1
3505.347,32.994,2.978,0.303,34.155,2020.32,10.249,0.008,1.183,9.255,3.489,121.104,274.442,0.997,3.361,3.949,20.659,19.925,109.684,12.093,1
3505.45,33.129,2.958,0.305,34.155,2020.32,10.185,0.01,1.136,9.302,3.699,120.585,277.265,0.997,3.935,3.78,19.78,19.068,109.315,75.653,1
3505.554,33.264,2.991,0.367,34.155,2019.623,10.209,0.002,1.125,9.071,3.964,123.111,274.12,0.997,4.388,3.811,17.933,17.269,110.231,64.282,1
3505.657,33.54,3,0.429,34.155,2018.926,10.285,0,1.125,8.662,4.293,126.926,263.987,0.997,4.379,3.446,15.644,15.039,108.699,52.685,1
3505.761,33.683,3,0.491,34.155,2018.229,10.4,0,1.136,8.191,4.715,127.981,247.827,0.997,4.241,3.152,13.474,12.926,100.833,50.115,1
3505.864,33.831,2.973,0.553,34.155,2018.229,10.789,0.009,1.191,7.665,5.253,120.846,230.428,0.997,5.002,5.881,11.849,11.344,87.614,47.522,1
3505.968,33.982,2.812,0.615,34.155,2018.229,11.044,0.046,1.231,7.069,5.889,105.674,218.25,0.997,7.503,17.476,10.894,10.414,72.065,41.13,4
3506.071,34.296,2.745,0.678,34.155,2017.531,11.33,3.528,1.275,6.504,6.55,86.076,213.547,0.997,2.396,34.096,10.419,9.952,58.901,26.239,4
3506.174,34.463,2.708,0.74,34.155,2017.531,11.638,4.117,1.322,6.162,7.1,69.329,211.232,0.997,2.396,37.175,10.367,9.9,50.558,20.049,4
3506.278,34.64,2.697,0.802,34.155,2017.531,12.26,4.031,1.406,6.203,2.414,59.128,209.454,0.997,2.396,22.155,10.694,10.22,48.129,20.912,4
3506.381,34.832,2.695,0.955,34.186,2016.834,12.536,4.244,1.437,6.772,6.845,55.515,210.799,0.997,2.396,13.883,11.392,10.898,49.324,55.049,4
3506.485,35.265,2.695,1.107,34.18,2015.44,12.764,5.403,1.458,8.106,6.237,55.345,215.742,0.997,2.396,9.158,12.492,11.97,52.926,23.17,4
3506.588,35.505,2.696,1.26,34.18,2012.651,12.927,7.287,1.468,9.498,5.556,57.511,224.192,0.997,7.229,6.659,13.961,13.401,61.641,7.149,4
3506.692,35.759,2.706,1.413,34.183,2005.68,13.014,8.937,1.452,10.163,4.919,64.933,236.823,0.997,4.666,5.255,15.737,15.13,78.222,5.548,4
3506.795,36.026,2.739,1.566,34.183,2002.891,12.933,9.228,1.427,10.069,4.398,78.928,251.793,0.997,3.443,4.279,17.749,17.089,98.889,4.767,1
3506.898,36.603,2.807,1.719,34.189,2000.8,12.78,7.166,1.394,9.683,4.028,96.891,264.587,0.997,3.044,3.671,19.874,19.16,114.483,4.809,1
3507.002,36.913,2.895,1.872,34.197,1999.406,12.565,0.971,1.355,9.451,3.775,112.799,275.283,0.997,3.034,3.343,21.868,21.103,121.406,4.384,1
3507.105,37.239,2.986,2.025,34.222,1998.709,12.026,0.003,1.269,9.46,3.6,122.841,284.699,0.997,3.169,3.138,23.324,22.523,121.581,3.638,1
3507.209,37.581,3,2.077,34.239,1999.406,11.743,0,1.228,9.623,3.484,127.416,289.713,0.997,3.321,2.962,24.107,23.287,118.771,3.614,1
3507.312,38.31,3,2.129,34.246,1999.406,11.608,0,1.192,9.506,3.41,129.178,288.761,0.997,3.418,2.828,24.283,23.459,115.051,3.931,1
3507.416,38.698,3,2.181,34.253,1999.406,11.473,0,1.161,8.73,3.365,129.779,282.602,0.997,3.455,2.954,24.04,23.222,111.496,4.103,1
3507.519,38.9,3,2.233,34.272,1997.314,10.997,0,1.124,7.463,3.345,129.115,274.3,0.997,3.456,3.895,23.644,22.836,109.833,4.699,1
3507.622,39.101,3,2.285,34.28,1995.92,10.799,0,1.117,6.347,3.347,126.902,268.532,0.997,3.407,5.628,23.34,22.539,111.017,3.449,1
3507.726,39.966,3,2.337,34.283,1994.526,10.604,0,1.118,5.805,3.372,124.592,268.878,0.997,3.305,6.354,23.19,22.392,114.166,4.254,1
3507.829,40.435,3,2.389,34.286,1993.829,10.426,0,1.124,5.931,3.423,123.695,272.445,0.997,3.188,5.306,23.085,22.29,116.631,3.934,1
3507.932,40.936,3,2.441,34.289,1993.131,10.082,0,1.147,6.843,3.5,123.888,276.678,0.997,3.118,3.238,22.911,22.12,117.333,2.875,1
3508.035,41.473,3,2.523,34.286,1992.434,9.925,0,1.161,8.379,3.604,124.185,277.894,0.997,3.175,2.658,22.572,21.789,115.572,3.916,1
3508.139,42.657,3,2.605,34.283,1991.737,9.779,0,1.173,9.677,3.736,123.613,270.203,0.997,3.538,2.86,22.039,21.271,112.426,5.719,1
3508.242,43.299,2.976,2.687,34.28,1991.04,9.646,0.005,1.182,9.844,3.877,122.132,256.355,0.997,4.124,3.471,21.425,20.672,107.959,8.082,1
3508.345,43.969,2.945,2.769,34.264,1990.343,9.431,0.011,1.188,9.201,4.02,120.102,247.601,0.997,4.665,5.106,20.917,20.176,103.185,3.7,1
3508.448,44.66,2.924,2.851,34.253,1991.04,9.342,0.02,1.183,8.202,4.16,117.043,245.237,0.997,4.98,7.34,20.609,19.876,101.01,5.286,1
3508.552,46.087,2.898,2.933,34.239,1991.737,9.265,0.174,1.173,7.482,4.291,112.557,245.683,0.997,4.985,9.638,20.543,19.811,103.749,9.291,1
3508.655,46.814,2.87,3.015,34.225,1993.131,9.195,1.323,1.159,7.466,4.411,107.578,248.877,0.997,4.78,13.084,20.701,19.966,109.49,7.25,1
3508.758,47.547,2.858,3.097,34.197,1995.223,9.063,2.523,1.123,8.018,4.511,105.053,254.904,0.997,4.599,11.885,20.949,20.207,115.251,6.939,1
3508.862,48.285,2.86,3.11,34.186,1995.92,9.01,3.062,1.106,8.875,4.586,105.88,260.088,0.997,4.6,8.258,21.036,20.292,120.262,8.958,1
3508.965,49.778,2.874,3.123,34.175,1995.223,8.97,1.897,1.09,8.905,4.631,108.713,260.299,0.997,4.751,5.901,20.8,20.063,124.359,6.914,1
3509.068,50.531,2.886,3.135,34.169,1995.223,8.949,1.197,1.078,9.554,4.637,111.796,257.008,0.997,4.905,5.015,20.223,19.5,124.345,5.449,1
3509.172,51.287,2.875,3.148,34.161,1993.829,8.966,0.025,1.071,9.333,4.603,115.322,253.011,0.997,4.881,4.996,19.384,18.682,115.265,5.136,1
3509.275,52.042,2.917,3.161,34.161,1993.131,9.006,0.016,1.077,9.188,4.528,118.42,248.083,0.997,4.657,5.541,18.462,17.783,99.641,4.81,1
