X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y
266.899,19.639,101.418,20.377,2.484,3.857,0.771,2.463,18.639,8.825,2.376,3
268.679,19.752,100.356,20.253,2.476,3.937,0.905,2.438,17.61,20.642,2.49,3
271.666,19.986,96.012,19.93,2.479,4.054,1.096,2.388,16.576,27.148,2.621,3
273.322,20.104,89.253,19.197,2.487,4.209,1.336,2.322,15.819,27.437,2.774,3
267.653,20.221,84.712,18.172,2.485,4.635,1.506,2.349,15.28,23.107,2.956,3
254.72,20.337,85.236,17.164,2.466,4.897,1.533,2.665,14.947,14.084,3.167,3
244.535,20.561,89.868,16.42,2.445,5.178,1.449,3.431,14.949,7.344,3.405,3
238.648,20.667,93.648,15.886,2.438,5.468,1.349,4.349,15.292,5.99,3.649,3
233.973,20.77,93.761,15.554,2.452,6.029,1.241,4.574,15.668,8.506,3.886,3
235.127,20.871,90.531,15.552,2.479,6.275,1.233,3.873,15.752,11.988,4.063,3
241.837,21.07,86.709,15.877,2.506,6.481,1.506,3.242,16.016,5.799,4.093,3
246.808,21.167,84.793,16.249,2.519,6.642,1.909,3.151,17.168,2.506,3.994,3
250.89,21.26,85.904,16.364,2.514,6.821,2.11,3.514,18.976,3.044,3.776,3
258.472,21.344,89.075,16.602,2.494,6.859,2.17,3.923,20.343,4.245,3.487,3
268.305,21.489,93.677,17.598,2.472,6.871,2.198,3.833,20.196,5.97,3.199,3
277.609,21.552,98.921,19.266,2.456,6.87,2.131,3.233,19.531,10.183,2.948,3
284.636,21.613,103.26,20.729,2.448,6.86,1.971,2.7,19.086,17.557,2.74,3
288.169,21.676,105.09,20.98,2.45,6.869,1.84,2.48,18.671,24.565,2.572,3
287.045,21.819,103.632,20.471,2.458,6.883,1.762,2.478,18.262,24.699,2.437,3
282.851,21.897,100.769,19.957,2.469,6.898,1.723,2.471,18.263,21.313,2.324,3
278.665,21.974,99.067,19.534,2.479,6.907,1.719,2.324,19.024,20.95,2.228,3
319.409,21.362,98.442,22.93,2.503,4.226,1.701,1.811,20.769,26.029,1.909,3
314.443,21.227,87.181,21.684,2.51,4.347,1.839,2.052,19.058,29.799,2.035,3
301.015,21.173,82.421,19.976,2.518,4.483,1.88,2.365,17.125,26.859,2.164,3
283.364,21.13,86.151,18.009,2.524,4.766,1.673,2.677,15.604,16.987,2.288,3
266.317,21.097,94.156,16.391,2.529,4.895,1.397,2.832,15.098,5.364,2.398,3
253.551,21.055,101.311,15.758,2.536,5.001,1.237,2.769,15.625,0.0,2.488,3
248.952,21.046,105.095,16.194,2.543,5.071,1.045,2.613,16.887,0.0,2.529,3
253.975,21.047,106.455,17.423,2.545,5.096,0.807,2.492,18.467,3.907,2.513,3
285.126,22.084,96.297,20.741,2.509,5.451,1.035,3.33,18.086,13.806,3.146,3
273.846,22.208,87.979,20.728,2.488,5.649,0.994,3.706,15.941,16.141,3.376,3
260.435,22.306,82.322,16.562,2.474,5.853,0.85,4.051,14.781,14.633,3.645,3
248.803,22.429,81.197,15.381,2.472,6.263,0.683,4.401,14.955,16.298,3.943,3
240.36,22.572,82.721,15.576,2.475,6.458,0.59,4.765,15.919,14.192,4.235,3
239.41,22.894,83.472,16.571,2.476,6.639,0.585,5.055,16.869,8.097,4.484,3
245.25,23.056,82.19,17.532,2.471,6.794,0.589,5.002,17.188,0.1,4.568,3
251.955,23.209,80.682,17.845,2.46,7.03,0.601,4.67,17.028,0.1,4.548,3
257.513,23.351,80.635,17.67,2.45,7.102,0.625,4.247,16.595,0.1,4.433,3
261.736,23.582,81.945,17.22,2.448,7.15,0.656,3.953,16.12,0.1,4.269,3
263.889,23.664,84.002,16.745,2.456,7.178,0.711,3.86,15.922,0.1,4.085,3
264.267,23.719,87.463,16.575,2.471,7.205,0.765,3.916,16.345,9.58,3.898,3
264.278,23.74,91.914,17.027,2.487,7.218,0.774,3.958,17.025,17.108,3.716,3
264.542,23.662,95.034,17.721,2.503,7.239,0.754,3.837,17.571,19.558,3.544,3
264.296,23.562,95.632,18.27,2.515,7.279,0.782,3.553,17.933,18.547,3.384,3
262.493,23.431,95.021,18.64,2.521,7.407,0.863,3.206,18.245,16.463,3.239,3
243.206,19.626,88.608,15.914,2.502,5.819,1.667,3.474,14.0,11.07,3.109,3
244.653,19.737,89.864,14.979,2.501,5.928,1.847,3.991,14.048,0.358,3.223,3
248.203,19.78,92.065,14.59,2.496,6.046,2.022,4.567,14.69,0.0,3.337,3
252.837,19.814,94.362,14.793,2.488,6.273,2.133,4.761,15.559,0.0,3.446,3
256.341,19.844,96.15,15.5,2.48,6.381,2.159,4.443,16.109,3.402,3.539,3
257.076,19.93,96.96,16.305,2.48,6.482,2.164,4.078,15.738,9.088,3.605,3
254.851,20.004,96.421,16.663,2.487,6.582,2.151,3.878,14.993,12.886,3.638,3
252.269,20.104,95.222,16.211,2.498,6.797,2.11,3.783,14.728,11.005,3.637,3
250.968,20.229,94.138,15.547,2.506,6.907,2.066,3.758,15.32,10.056,3.608,3
249.384,20.522,93.961,15.428,2.511,7.018,2.04,3.835,16.401,11.585,3.557,3
246.849,20.676,94.947,16.105,2.512,7.126,2.007,3.921,17.361,13.816,3.495,3
245.671,20.83,96.805,17.182,2.513,7.333,1.922,3.838,17.692,12.115,3.433,3
246.843,20.98,98.96,18.071,2.515,7.434,1.81,3.587,17.422,6.566,3.382,3
249.096,21.277,101.505,18.337,2.518,7.532,1.619,3.341,16.815,3.066,3.349,3
252.379,21.426,104.729,18.029,2.523,7.629,1.189,3.272,16.153,5.125,3.342,3
254.78,21.576,107.39,17.41,2.529,7.832,0.64,3.459,15.306,11.491,3.361,3
252.604,21.727,107.737,16.727,2.535,7.951,0.362,3.921,14.183,15.179,3.403,3
244.978,22.032,104.423,15.853,2.537,8.088,0.339,4.528,13.277,17.989,3.454,3
236.359,22.182,98.488,14.727,2.531,8.239,0.369,5.029,13.03,19.677,3.492,3
229.306,22.328,91.431,13.828,2.519,8.587,0.38,5.288,13.509,11.347,3.491,3
227.166,22.467,89.3515,20.397,2.442,5.0775,0.884,5.249,14.354,8.376,3.42,3
231.96,22.723,89.3515,20.397,2.442,5.0775,0.884,5.221,15.254,10.371,3.41,3
242.479,22.84,89.3515,20.397,2.442,5.0775,0.884,4.052,16.204,13.799,3.078,3
253.349,22.95,89.3515,20.397,2.442,5.0775,0.884,3.275,17.471,15.729,2.86,3
303.824,23.298,89.3515,20.397,2.442,5.0775,0.884,1.842,18.592,14.662,2.69,3
295.429,23.396,89.3515,20.397,2.442,5.0775,0.884,2.128,17.609,15.394,2.939,3
288.442,23.439,89.3515,20.397,2.442,5.0775,0.884,2.475,15.803,19.335,3.186,3
284.459,23.476,89.3515,20.397,2.442,5.0775,0.884,2.718,13.899,23.101,3.41,3
285.213,23.504,89.3515,20.397,2.442,5.0775,0.884,2.764,12.738,22.196,3.599,3
285.521,23.528,89.3515,20.397,2.442,5.0775,0.884,2.68,12.23,21.217,3.744,3
279.251,23.523,89.3515,20.397,2.442,5.0775,0.884,2.604,12.07,21.452,3.845,3
266.951,23.507,89.3515,20.397,2.442,5.0775,0.884,2.723,12.015,23.309,3.913,3
255.525,23.479,89.3515,20.397,2.442,5.0775,0.884,3.263,12.091,20.26,3.962,3
247.463,23.369,96.631,12.589,2.482,4.929,1.345,4.155,12.536,17.104,3.998,3
244.138,23.278,87.061,12.546,2.481,5.143,1.273,5.024,13.46,16.581,4.029,3
246.76,23.159,79.408,12.659,2.48,5.601,1.113,5.497,14.667,19.938,4.054,3
253.318,23.019,77.113,13.158,2.485,5.825,0.963,5.295,15.976,22.189,4.064,3
259.864,22.711,80.732,14.129,2.493,6.035,1.0,4.67,17.425,16.183,4.026,3
266.431,22.566,87.352,15.373,2.5,6.221,1.125,4.173,19.255,8.842,3.905,3
273.982,22.439,94.534,16.724,2.502,6.514,1.206,3.776,21.58,5.869,3.715,3
310.117,21.716,124.533,23.842,2.493,5.174,1.955,1.701,17.629,6.174,1.875,3
303.713,21.77,124.961,22.676,2.498,5.084,2.074,1.824,15.549,6.315,1.983,3
291.667,21.81,120.965,20.715,2.504,5.016,1.841,2.081,14.366,5.9,2.116,3
276.314,21.86,111.563,18.275,2.505,4.969,1.442,2.598,14.168,7.344,2.278,3
260.863,21.918,100.633,16.156,2.505,4.988,1.182,3.303,14.653,12.687,2.46,3
249.231,22.068,93.365,14.952,2.506,5.025,1.081,3.967,15.591,16.741,2.652,3
244.677,22.161,92.073,14.75,2.51,5.068,1.057,4.359,16.803,20.423,2.838,3
246.777,22.264,94.38,15.246,2.512,5.162,1.016,4.319,18.245,22.624,3.004,3
266.606,22.56,99.359,21.028,2.532,8.98,0.904,2.916,16.25,20.254,3.214,3
